comuna;consumo_diurno;consumo_nocturno;tipo_cliente;socioeconomico;evento_anomalo;eficiencia_energetica
Santiago;305.7802084629424;203.85347230862828;COMERCIAL;alto;;medio
Santiago;70.72492878269772;47.14995252179848;RESIDENCIAL;alto;;alto
Santiago;308.7416505964819;205.82776706432128;INDUSTRIAL;medio;;medio
Santiago;183.6181484615294;122.41209897435293;COMERCIAL;alto;;alto
Santiago;110.7248463151947;73.8165642101298;RESIDENCIAL;bajo;;medio
Santiago;227.3150484358443;151.5433656238962;INDUSTRIAL;medio;;alto
Santiago;321.55911404090017;214.37274269393347;INDUSTRIAL;medio;;medio
Santiago;269.68524678083384;179.7901645205559;INDUSTRIAL;alto;;bajo
Santiago;108.60576127703133;72.40384085135422;RESIDENCIAL;medio;;bajo
Santiago;101.23806858710168;67.49204572473445;RESIDENCIAL;medio;;alto
Santiago;327.5823264740022;218.3882176493348;COMERCIAL;bajo;;bajo
Santiago;101.28327573276587;67.52218382184392;RESIDENCIAL;alto;;alto
Santiago;253.8294480944288;169.21963206295254;COMERCIAL;bajo;;bajo
Santiago;103.38672701347014;68.92448467564677;RESIDENCIAL;bajo;;alto
Santiago;115.70210292742819;77.13473528495213;RESIDENCIAL;alto;;bajo
Santiago;86.32435913535859;57.54957275690573;RESIDENCIAL;alto;;alto
Santiago;320.66332069054226;213.77554712702818;COMERCIAL;alto;;medio
Santiago;97.08559152124742;64.72372768083163;RESIDENCIAL;medio;;medio
Santiago;313.88829065130886;209.25886043420593;COMERCIAL;medio;;bajo
Santiago;282.21436977507216;188.14291318338144;INDUSTRIAL;alto;;bajo
Santiago;272.6032621631953;181.7355081087969;INDUSTRIAL;bajo;;bajo
Santiago;267.68926682543423;178.45951121695617;INDUSTRIAL;medio;;alto
Santiago;257.99114762625675;171.99409841750452;COMERCIAL;medio;;bajo
Santiago;224.29934108287173;149.53289405524785;INDUSTRIAL;bajo;;alto
Santiago;277.12859201231225;184.75239467487484;INDUSTRIAL;medio;;bajo
Santiago;310.78984938291364;207.19323292194247;INDUSTRIAL;alto;;bajo
Santiago;250.8629710340301;167.24198068935343;INDUSTRIAL;bajo;;bajo
Santiago;73.28840103653653;48.85893402435769;RESIDENCIAL;medio;;alto
Santiago;91.13380289991753;60.75586859994502;RESIDENCIAL;medio;;alto
Santiago;337.91847409318785;225.27898272879193;INDUSTRIAL;bajo;;bajo
Santiago;135.13360949755847;90.08907299837233;RESIDENCIAL;alto;;medio
Santiago;311.5120923679479;207.6747282452986;INDUSTRIAL;alto;;medio
Santiago;214.39135385606951;142.92756923737969;INDUSTRIAL;alto;;alto
Santiago;280.10288662371096;186.73525774914066;COMERCIAL;bajo;;medio
Santiago;54.74469250326792;36.49646166884528;RESIDENCIAL;bajo;;medio
Santiago;276.0634728272891;184.04231521819275;COMERCIAL;bajo;;bajo
Santiago;310.3753040129706;206.91686934198043;INDUSTRIAL;alto;;medio
Santiago;273.92004379855155;182.61336253236772;COMERCIAL;alto;pico;medio
Santiago;309.910758738337;206.60717249222466;COMERCIAL;bajo;;bajo
Santiago;301.008740826924;200.67249388461602;COMERCIAL;bajo;;medio
Santiago;123.81315909346185;82.54210606230791;RESIDENCIAL;alto;;alto
Santiago;308.02080755177695;205.347205034518;COMERCIAL;medio;;bajo
Santiago;107.36179764895857;71.57453176597238;RESIDENCIAL;alto;;medio
Santiago;260.7273449894499;173.81822999296662;COMERCIAL;medio;;medio
Santiago;312.3406795735875;208.22711971572505;INDUSTRIAL;medio;;bajo
Santiago;273.63916430050324;182.42610953366886;COMERCIAL;medio;;medio
Santiago;99.06593274193946;66.04395516129298;RESIDENCIAL;alto;;medio
Santiago;272.4833085720844;181.6555390480563;COMERCIAL;alto;;bajo
Santiago;265.30103730791495;176.86735820527667;COMERCIAL;medio;;medio
Santiago;263.21250079877564;175.4750005325171;COMERCIAL;bajo;;alto
Santiago;154.32887530766362;102.88591687177575;RESIDENCIAL;bajo;;bajo
Santiago;77.12575067405794;51.41716711603863;RESIDENCIAL;medio;;medio
Santiago;88.82276415568532;59.21517610379021;RESIDENCIAL;alto;;bajo
Santiago;281.7605349101297;187.84035660675318;COMERCIAL;medio;;medio
Santiago;77.08321191717968;51.388807944786464;RESIDENCIAL;medio;;medio
Santiago;101.81019058707493;67.87346039138329;RESIDENCIAL;medio;;alto
Santiago;104.68224579634065;69.7881638642271;RESIDENCIAL;alto;;medio
Santiago;98.59022001017108;65.72681334011405;RESIDENCIAL;bajo;;medio
Santiago;133.62987546283776;89.08658364189185;RESIDENCIAL;alto;;medio
Santiago;254.5476228824482;169.69841525496548;INDUSTRIAL;bajo;;bajo
Santiago;270.016548654375;180.01103243625005;COMERCIAL;medio;;bajo
Santiago;269.69783364742193;179.79855576494796;COMERCIAL;bajo;;bajo
Santiago;274.45465992741464;182.96977328494313;COMERCIAL;alto;;medio
Santiago;242.0773320224516;161.38488801496774;COMERCIAL;medio;;alto
Santiago;291.69818030933703;194.46545353955804;INDUSTRIAL;alto;;bajo
Santiago;228.4565210841245;152.30434738941634;INDUSTRIAL;medio;;alto
Santiago;228.89508817676298;152.59672545117533;INDUSTRIAL;alto;;alto
Santiago;318.56692079911045;212.377947199407;INDUSTRIAL;alto;;medio
Santiago;326.5072411092029;217.67149407280195;COMERCIAL;medio;;bajo
Santiago;128.69564317185964;85.79709544790643;RESIDENCIAL;bajo;;bajo
Santiago;77.4863144392212;51.65754295948081;RESIDENCIAL;alto;;alto
Santiago;111.03495368066574;74.02330245377716;RESIDENCIAL;medio;;alto
Santiago;278.01492180783885;185.3432812052259;COMERCIAL;medio;;alto
Santiago;276.425871157817;184.28391410521135;INDUSTRIAL;bajo;;bajo
Santiago;71.63069983878026;47.75379989252018;RESIDENCIAL;bajo;;medio
Santiago;319.20607798663343;212.80405199108895;COMERCIAL;alto;;bajo
Santiago;83.59984519330456;55.73323012886971;RESIDENCIAL;alto;;alto
Santiago;69.36398376118748;46.242655840791656;RESIDENCIAL;bajo;;medio
Santiago;216.90833248656506;144.60555499104336;INDUSTRIAL;medio;;alto
Santiago;126.39188558096907;84.26125705397939;RESIDENCIAL;alto;;alto
Santiago;288.6221748515253;192.41478323435024;COMERCIAL;alto;;medio
Santiago;274.22109630348285;182.81406420232193;COMERCIAL;bajo;;bajo
Santiago;255.8803145568834;170.5868763712556;COMERCIAL;medio;;bajo
Santiago;77.67475819842691;51.78317213228461;RESIDENCIAL;alto;;alto
Santiago;302.8058601078672;201.8705734052448;COMERCIAL;medio;;medio
Santiago;277.0952066910617;184.73013779404118;COMERCIAL;medio;;alto
Santiago;134.0825164847158;89.38834432314388;RESIDENCIAL;medio;;medio
Santiago;311.89478727428315;207.92985818285544;COMERCIAL;medio;;bajo
Santiago;114.30257596481981;76.20171730987987;RESIDENCIAL;bajo;;medio
Santiago;304.5156741353502;203.01044942356683;INDUSTRIAL;alto;;bajo
Santiago;122.23171988361827;81.48781325574552;RESIDENCIAL;alto;;medio
Santiago;68.15020315269146;45.43346876846098;RESIDENCIAL;bajo;;bajo
Santiago;241.18309450438545;160.78872966959034;COMERCIAL;alto;;alto
Santiago;317.95375720973624;211.9691714731575;COMERCIAL;bajo;;bajo
Santiago;218.20286675502146;145.46857783668096;INDUSTRIAL;bajo;;alto
Santiago;137.9581951534351;91.97213010229008;RESIDENCIAL;bajo;;medio
Santiago;136.73122893787786;91.15415262525191;RESIDENCIAL;medio;;alto
Santiago;327.96032970074066;218.6402198004938;INDUSTRIAL;bajo;;medio
Santiago;275.40287307888946;183.6019153859263;COMERCIAL;alto;;alto
Santiago;347.69729003238206;231.7981933549214;INDUSTRIAL;medio;;medio
Santiago;340.674049698674;227.1160331324494;COMERCIAL;bajo;;medio
Santiago;263.19319692031047;175.46213128020702;COMERCIAL;medio;;medio
Santiago;94.37384551408849;62.915897009392324;RESIDENCIAL;medio;;alto
Santiago;168.10973813142087;112.07315875428058;RESIDENCIAL;bajo;;medio
Santiago;81.6546780030425;54.436452002028346;RESIDENCIAL;medio;;bajo
Santiago;139.68133417239392;93.12088944826262;RESIDENCIAL;bajo;;bajo
Santiago;300.57524342633883;200.38349561755925;INDUSTRIAL;medio;;medio
Santiago;210.63016175015144;140.42010783343432;INDUSTRIAL;alto;;alto
Santiago;135.38068575101212;90.25379050067477;RESIDENCIAL;medio;;bajo
Santiago;244.59865973436717;163.0657731562448;COMERCIAL;bajo;;alto
Santiago;138.67396224929956;92.44930816619973;RESIDENCIAL;bajo;;bajo
Santiago;347.35005418400124;231.56670278933416;COMERCIAL;bajo;;bajo
Santiago;92.64229564952356;61.76153043301571;RESIDENCIAL;medio;;alto
Santiago;235.2353994004846;156.82359960032306;COMERCIAL;medio;;alto
Santiago;122.63240662396984;81.75493774931323;RESIDENCIAL;bajo;;alto
Santiago;107.26910803296138;71.51273868864092;RESIDENCIAL;bajo;;bajo
Santiago;119.54118000776386;79.69412000517592;RESIDENCIAL;bajo;;alto
Santiago;114.84296888422244;76.5619792561483;RESIDENCIAL;medio;;bajo
Santiago;132.98649708626533;88.6576647241769;RESIDENCIAL;bajo;;alto
Santiago;102.58313635067883;68.38875756711921;RESIDENCIAL;alto;;alto
Santiago;339.5166094491971;226.34440629946477;INDUSTRIAL;medio;;medio
Santiago;142.07957912403594;94.71971941602396;RESIDENCIAL;bajo;;bajo
Santiago;243.53216149502504;162.3547743300167;COMERCIAL;medio;;alto
Santiago;265.5157817144553;177.01052114297022;INDUSTRIAL;bajo;;bajo
Santiago;337.7644204520077;225.17628030133847;COMERCIAL;bajo;;bajo
Santiago;118.00455269414239;78.66970179609494;RESIDENCIAL;alto;pico;medio
Santiago;296.01745423361984;197.34496948907992;INDUSTRIAL;alto;;bajo
Santiago;131.99354067614263;87.9956937840951;RESIDENCIAL;medio;corte;alto
Santiago;84.40340249470691;56.26893499647127;RESIDENCIAL;medio;;alto
Santiago;218.52745046074259;145.68496697382838;COMERCIAL;bajo;;alto
Santiago;256.29347654826734;170.8623176988449;INDUSTRIAL;bajo;;medio
Santiago;128.04001226268457;85.36000817512306;RESIDENCIAL;bajo;;medio
Santiago;251.2073296952643;167.4715531301762;COMERCIAL;bajo;;alto
Santiago;254.74184357255848;169.827895715039;COMERCIAL;medio;;medio
Santiago;289.74629074495294;193.16419382996867;COMERCIAL;alto;;bajo
Santiago;287.5521545437641;191.70143636250944;COMERCIAL;alto;;bajo
Santiago;223.04240220940193;148.69493480626795;INDUSTRIAL;alto;;alto
Santiago;99.11796975158482;66.07864650105655;RESIDENCIAL;bajo;;alto
Santiago;328.6723667052194;219.11491113681296;INDUSTRIAL;alto;;medio
Santiago;333.6957313386567;222.4638208924378;COMERCIAL;alto;;bajo
Santiago;344.92405516672727;229.94937011115155;INDUSTRIAL;medio;;medio
Santiago;234.9937610930274;156.6625073953516;INDUSTRIAL;medio;;bajo
Santiago;118.74137082995523;79.16091388663682;RESIDENCIAL;alto;;bajo
Santiago;213.66872816300958;142.44581877533972;INDUSTRIAL;bajo;;alto
Santiago;273.62514111961775;182.41676074641185;COMERCIAL;bajo;;medio
Santiago;285.20205448636784;190.1347029909119;COMERCIAL;medio;;bajo
Santiago;217.019671981544;144.67978132102937;COMERCIAL;bajo;;alto
Santiago;328.3652093661661;218.91013957744408;INDUSTRIAL;alto;;bajo
Santiago;91.90333376948989;61.26888917965993;RESIDENCIAL;bajo;;alto
Santiago;98.27017784726145;65.5134518981743;RESIDENCIAL;alto;pico;alto
Santiago;264.5002343248884;176.33348954992564;INDUSTRIAL;alto;;alto
Santiago;259.20878522975306;172.8058568198354;INDUSTRIAL;medio;;alto
Santiago;310.7865513490544;207.19103423270295;COMERCIAL;bajo;;bajo
Santiago;89.83138683455017;59.88759122303345;RESIDENCIAL;alto;;medio
Santiago;213.00014087911507;142.00009391941006;INDUSTRIAL;medio;;bajo
Santiago;275.5611017086204;183.70740113908028;INDUSTRIAL;medio;;medio
Santiago;122.74051317607615;81.82700878405078;RESIDENCIAL;medio;;medio
Santiago;324.1035359024815;216.06902393498768;COMERCIAL;medio;;medio
Santiago;83.08612628476718;55.39075085651146;RESIDENCIAL;medio;;medio
Santiago;285.2866797619821;190.19111984132144;INDUSTRIAL;bajo;;medio
Santiago;96.9886441622488;64.65909610816588;RESIDENCIAL;bajo;;medio
Santiago;290.6275760537185;193.7517173691457;COMERCIAL;medio;;medio
Santiago;221.83230171759735;147.88820114506493;COMERCIAL;medio;;alto
Santiago;49.322788970872345;32.881859313914894;RESIDENCIAL;bajo;;alto
Santiago;158.69887183218196;105.79924788812133;RESIDENCIAL;alto;;medio
Santiago;208.630919237171;139.08727949144733;INDUSTRIAL;bajo;;alto
Santiago;212.8150871944764;141.8767247963176;COMERCIAL;alto;;alto
Santiago;151.72344431432083;101.14896287621389;RESIDENCIAL;alto;;alto
Santiago;111.60110399280919;74.40073599520613;RESIDENCIAL;bajo;;medio
Santiago;259.5452740545007;173.0301827030005;COMERCIAL;bajo;;alto
Santiago;179.53756889909866;119.69171259939911;RESIDENCIAL;bajo;;bajo
Santiago;94.9208513324424;63.28056755496161;RESIDENCIAL;alto;;bajo
Santiago;305.9047121556994;203.93647477046625;INDUSTRIAL;bajo;;bajo
Santiago;303.6504569900035;202.43363799333568;INDUSTRIAL;bajo;;alto
Santiago;254.5427917722418;169.6951945148279;INDUSTRIAL;medio;;medio
Santiago;265.42463201668517;176.9497546777901;COMERCIAL;bajo;;medio
Santiago;149.7762063428043;99.8508042285362;RESIDENCIAL;medio;;medio
Santiago;227.22077653036507;151.48051768691005;COMERCIAL;bajo;;alto
Santiago;110.12882648062937;73.41921765375291;RESIDENCIAL;medio;;alto
Santiago;172.17443928164826;114.78295952109885;RESIDENCIAL;medio;;bajo
Santiago;150.7223111007112;100.48154073380748;RESIDENCIAL;alto;;bajo
Santiago;129.91327850010137;86.60885233340092;RESIDENCIAL;medio;;bajo
Santiago;287.62929943694684;191.75286629129792;COMERCIAL;medio;;bajo
Santiago;239.31078562342853;159.54052374895238;COMERCIAL;bajo;;bajo
Santiago;128.22486610244314;85.48324406829545;RESIDENCIAL;alto;;medio
Santiago;329.77192208774966;219.8479480584998;COMERCIAL;alto;;medio
Santiago;144.68601329680857;96.45734219787238;RESIDENCIAL;medio;;medio
Santiago;207.6151313355392;138.41008755702612;COMERCIAL;medio;;alto
Santiago;239.4808107102815;159.65387380685434;INDUSTRIAL;medio;;alto
Santiago;117.35874838131292;78.23916558754195;RESIDENCIAL;medio;;medio
Santiago;152.97380810758008;101.98253873838672;RESIDENCIAL;medio;;medio
Santiago;295.23066260957836;196.82044173971894;INDUSTRIAL;bajo;;bajo
Santiago;306.0532216940615;204.03548112937435;COMERCIAL;bajo;;medio
Santiago;301.41605541296434;200.94403694197624;COMERCIAL;medio;;bajo
Santiago;265.24325382055764;176.82883588037177;INDUSTRIAL;alto;;alto
Santiago;308.04489942392536;205.3632662826169;COMERCIAL;medio;;medio
Santiago;89.10451852167829;59.40301234778553;RESIDENCIAL;bajo;;bajo
Santiago;259.8104505081381;173.20696700542544;INDUSTRIAL;bajo;;bajo
Santiago;82.78749733289843;55.19166488859895;RESIDENCIAL;bajo;;alto
Santiago;295.79594574816485;197.19729716544327;COMERCIAL;medio;;bajo
Santiago;357.91893281828993;238.61262187885995;COMERCIAL;medio;;medio
Santiago;324.60511440962864;216.40340960641913;INDUSTRIAL;bajo;;medio
Santiago;318.6283894198204;212.41892627988028;INDUSTRIAL;bajo;;medio
Santiago;294.71988848805614;196.4799256587041;INDUSTRIAL;bajo;;bajo
Santiago;316.32510207816483;210.88340138544322;INDUSTRIAL;alto;;medio
Santiago;98.07133570243857;65.38089046829239;RESIDENCIAL;medio;;alto
Santiago;230.97518068453576;153.98345378969054;INDUSTRIAL;bajo;;alto
Santiago;264.04871473955575;176.0324764930372;INDUSTRIAL;bajo;;alto
Santiago;202.65427641901866;135.10285094601247;INDUSTRIAL;medio;;alto
Santiago;323.7195493370702;215.81303289138015;INDUSTRIAL;medio;;medio
Santiago;207.48110543494494;138.32073695662996;RESIDENCIAL;medio;;medio
Santiago;258.8498058013069;172.5665372008713;INDUSTRIAL;medio;;bajo
Santiago;81.7720795489616;54.51471969930774;RESIDENCIAL;medio;;bajo
Santiago;222.76947349037573;148.51298232691715;COMERCIAL;bajo;;alto
Santiago;87.20269841290289;58.1351322752686;RESIDENCIAL;alto;;medio
Santiago;256.67240701350744;171.114938009005;COMERCIAL;alto;;medio
Santiago;249.3441374559613;166.22942497064088;INDUSTRIAL;alto;;alto
Santiago;287.47991397879525;191.65327598586353;INDUSTRIAL;bajo;;bajo
Santiago;84.40532821062133;56.270218807080894;RESIDENCIAL;alto;;bajo
Santiago;257.0111246091531;171.34074973943544;COMERCIAL;medio;;alto
Santiago;104.51567509835601;69.67711673223735;RESIDENCIAL;alto;;alto
Santiago;264.78628632462846;176.52419088308565;INDUSTRIAL;bajo;;bajo
Santiago;106.58845194902585;71.05896796601724;RESIDENCIAL;alto;;alto
Santiago;66.80508864948207;44.53672576632138;RESIDENCIAL;bajo;;bajo
Santiago;213.2672459362252;142.1781639574835;COMERCIAL;medio;;alto
Santiago;165.27324338966994;110.18216225977997;RESIDENCIAL;alto;;medio
Santiago;283.8577477464932;189.23849849766216;COMERCIAL;medio;;bajo
Santiago;105.70083681021184;70.46722454014123;RESIDENCIAL;medio;;bajo
Santiago;243.0727228884595;162.0484819256397;INDUSTRIAL;medio;;alto
Santiago;278.5126564555296;185.67510430368642;COMERCIAL;alto;;alto
Santiago;90.39638009888903;60.26425339925935;RESIDENCIAL;alto;;alto
Santiago;318.05366496908704;212.03577664605805;INDUSTRIAL;bajo;;bajo
Santiago;224.29220129058294;149.52813419372197;INDUSTRIAL;medio;;medio
Santiago;311.93532355771066;207.95688237180713;COMERCIAL;bajo;;medio
Santiago;233.36191835207205;155.57461223471472;COMERCIAL;bajo;;alto
Santiago;306.1608639495882;204.10724263305883;INDUSTRIAL;alto;;bajo
Santiago;252.43261131658772;168.28840754439182;INDUSTRIAL;bajo;;bajo
Santiago;273.7732616347938;182.51550775652922;INDUSTRIAL;alto;;alto
Santiago;228.8804443090243;152.58696287268288;COMERCIAL;medio;;alto
Santiago;78.03783673931508;52.02522449287673;RESIDENCIAL;medio;;medio
Santiago;293.519414235201;195.679609490134;COMERCIAL;alto;pico;alto
Santiago;277.7553492698517;185.1702328465678;COMERCIAL;bajo;;bajo
Santiago;306.09463446177654;204.06308964118438;COMERCIAL;bajo;;medio
Santiago;272.4106941648741;181.6071294432494;INDUSTRIAL;bajo;;medio
Santiago;210.50243744780227;140.33495829853484;COMERCIAL;medio;;alto
Santiago;154.83481094538655;103.22320729692439;RESIDENCIAL;medio;;medio
Santiago;92.26658077664331;61.51105385109554;RESIDENCIAL;alto;;alto
Santiago;292.129144515458;194.75276301030536;COMERCIAL;alto;;bajo
Santiago;310.87212950613156;207.24808633742106;INDUSTRIAL;bajo;;bajo
Santiago;301.77095598835626;201.18063732557084;INDUSTRIAL;medio;;bajo
Santiago;303.87952662526794;202.58635108351197;INDUSTRIAL;medio;;bajo
Santiago;195.5626904849653;130.37512698997688;COMERCIAL;medio;;alto
Santiago;275.0481523425896;183.36543489505976;COMERCIAL;medio;;medio
Santiago;219.37254094313525;146.24836062875684;INDUSTRIAL;medio;;alto
Santiago;337.28749724058633;224.85833149372425;COMERCIAL;medio;;bajo
Santiago;228.44494741005786;152.29663160670526;INDUSTRIAL;alto;;alto
Santiago;257.0952913821932;171.39686092146215;INDUSTRIAL;alto;;alto
Santiago;218.76136137994848;145.84090758663234;INDUSTRIAL;bajo;;alto
Santiago;124.624384976197;83.08292331746469;RESIDENCIAL;medio;corte;medio
Santiago;335.6842392077075;223.78949280513837;COMERCIAL;medio;;medio
Santiago;284.03294098194823;189.3552939879655;COMERCIAL;alto;;bajo
Santiago;308.3596819878785;205.57312132525237;COMERCIAL;medio;;medio
Santiago;282.60875127982086;188.40583418654725;INDUSTRIAL;bajo;;bajo
Santiago;88.89446540702723;59.262976938018156;RESIDENCIAL;alto;;alto
Santiago;374.26100890054346;249.50733926702898;INDUSTRIAL;alto;;medio
Santiago;202.58231274410176;135.05487516273453;INDUSTRIAL;medio;;alto
Santiago;103.27950231576237;68.85300154384159;RESIDENCIAL;medio;;bajo
Santiago;235.87277813846808;157.24851875897875;INDUSTRIAL;alto;;alto
Santiago;121.90288271330512;81.26858847553676;RESIDENCIAL;medio;;medio
Santiago;112.41488027558145;74.9432535170543;RESIDENCIAL;alto;;medio
Santiago;348.0015288548686;232.00101923657908;INDUSTRIAL;medio;;bajo
Santiago;259.5822896575948;173.0548597717299;COMERCIAL;bajo;;alto
Santiago;289.4858267975197;192.99055119834648;COMERCIAL;alto;;medio
Santiago;56.6840614222148;37.78937428147653;RESIDENCIAL;alto;;alto
Santiago;129.9335986075271;86.62239907168474;RESIDENCIAL;medio;;bajo
Santiago;142.90793660794324;95.27195773862884;RESIDENCIAL;bajo;;medio
Santiago;142.31089759500074;94.87393173000049;RESIDENCIAL;medio;;bajo
Santiago;316.5093691381242;211.00624609208282;INDUSTRIAL;medio;;medio
Santiago;281.8837994965033;187.9225329976689;INDUSTRIAL;bajo;;medio
Santiago;335.4296372611064;223.61975817407094;COMERCIAL;bajo;;medio
Santiago;372.38599375778006;248.25732917185337;INDUSTRIAL;alto;;bajo
Santiago;215.57439830160027;143.7162655344002;INDUSTRIAL;alto;;alto
Santiago;279.07408915793815;186.04939277195876;COMERCIAL;bajo;;medio
Santiago;263.47545345342445;175.650302302283;COMERCIAL;medio;;bajo
Santiago;218.73636696972497;145.82424464648332;COMERCIAL;medio;;alto
Santiago;277.7717186764817;185.1811457843212;INDUSTRIAL;medio;;bajo
Santiago;145.07209099471547;96.71472732981033;RESIDENCIAL;bajo;;bajo
Santiago;87.49139019246229;58.32759346164153;RESIDENCIAL;alto;;bajo
Santiago;96.6890856671079;64.45939044473862;RESIDENCIAL;medio;;medio
Santiago;287.10721098463466;191.4048073230898;INDUSTRIAL;bajo;;bajo
Santiago;135.9558606544425;90.637240436295;RESIDENCIAL;bajo;;alto
Santiago;324.66481274653404;216.4432084976894;INDUSTRIAL;medio;;medio
Santiago;248.56243967043693;165.70829311362465;INDUSTRIAL;medio;;alto
Santiago;284.13875823784366;189.42583882522914;INDUSTRIAL;alto;;bajo
Santiago;286.21535380725703;190.81023587150472;INDUSTRIAL;medio;;bajo
Santiago;123.15861428066111;82.10574285377407;RESIDENCIAL;medio;;medio
Santiago;297.133450050371;198.08896670024734;INDUSTRIAL;alto;;bajo
Santiago;223.5048733478659;149.00324889857728;COMERCIAL;bajo;;alto
Santiago;201.59996737896142;134.39997825264095;RESIDENCIAL;medio;;medio
Santiago;68.57346093024917;45.71564062016611;RESIDENCIAL;bajo;;alto
Santiago;231.50373390152905;154.33582260101937;INDUSTRIAL;bajo;;alto
Santiago;201.84903082638147;134.566020550921;INDUSTRIAL;alto;;alto
Santiago;200.19175353486278;133.46116902324187;INDUSTRIAL;alto;;alto
Santiago;70.04892378960827;46.69928252640551;RESIDENCIAL;medio;;alto
Santiago;309.64948813877993;206.43299209251995;COMERCIAL;alto;;medio
Santiago;219.48014112423226;146.32009408282153;COMERCIAL;alto;;alto
Santiago;318.9843939334249;212.65626262228326;INDUSTRIAL;medio;corte;bajo
Santiago;148.76874473716927;99.17916315811286;RESIDENCIAL;alto;;medio
Santiago;107.43819597975582;71.62546398650389;RESIDENCIAL;alto;;alto
Santiago;288.7492618803333;192.49950792022221;COMERCIAL;bajo;;medio
Santiago;107.35792610482599;71.57195073655066;RESIDENCIAL;alto;;alto
Santiago;94.5985319582205;63.06568797214701;RESIDENCIAL;alto;;alto
Santiago;139.55178703805475;93.03452469203651;RESIDENCIAL;medio;;bajo
Santiago;328.47211606068623;218.98141070712418;INDUSTRIAL;medio;;medio
Santiago;94.91040234425898;63.27360156283933;RESIDENCIAL;bajo;;bajo
Santiago;310.1788580404076;206.78590536027173;INDUSTRIAL;bajo;;bajo
Santiago;278.21433950293135;185.4762263352876;COMERCIAL;alto;;bajo
Santiago;102.7120563734342;68.47470424895613;RESIDENCIAL;bajo;;medio
Santiago;292.3089955708781;194.87266371391877;COMERCIAL;medio;;medio
Santiago;112.52173515888077;75.01449010592052;RESIDENCIAL;medio;;medio
Santiago;106.92726416095502;71.28484277397001;RESIDENCIAL;bajo;;bajo
Santiago;210.59054666608247;140.39369777738833;INDUSTRIAL;alto;;alto
Santiago;121.3523726538453;80.9015817692302;RESIDENCIAL;medio;;bajo
Santiago;252.75446085526013;168.50297390350678;COMERCIAL;bajo;;alto
Santiago;230.1838162170942;153.4558774780628;INDUSTRIAL;medio;;alto
Santiago;325.4373902595427;216.9582601730285;COMERCIAL;medio;;medio
Santiago;290.7122322427687;193.8081548285125;INDUSTRIAL;bajo;;alto
Santiago;55.584227184257536;37.0561514561717;RESIDENCIAL;medio;;medio
Santiago;229.30209408573356;152.86806272382236;INDUSTRIAL;alto;;alto
Santiago;107.38870126383199;71.59246750922134;RESIDENCIAL;alto;;alto
Santiago;315.9251833244977;210.6167888829985;COMERCIAL;medio;;medio
Santiago;98.40117834416434;65.60078556277624;RESIDENCIAL;alto;;medio
Santiago;278.77246396327183;185.84830930884792;INDUSTRIAL;alto;corte;bajo
