comuna;consumo_diurno;consumo_nocturno;tipo_cliente;socioeconomico;evento_anomalo;eficiencia_energetica
Ñuñoa;305.91440455372924;203.94293636915285;INDUSTRIAL;alto;;bajo
Ñuñoa;170.00037633120618;113.33358422080413;INDUSTRIAL;alto;;alto
Ñuñoa;278.69808382097375;185.79872254731583;INDUSTRIAL;bajo;;bajo
Ñuñoa;199.56685760195361;133.04457173463575;COMERCIAL;alto;;alto
Ñuñoa;210.72757627710294;140.48505085140195;COMERCIAL;alto;;alto
Ñuñoa;94.95928345944111;63.30618897296074;RESIDENCIAL;bajo;;medio
Ñuñoa;200.5442033223221;133.69613554821476;INDUSTRIAL;alto;;alto
Ñuñoa;158.23847001576863;105.49231334384577;RESIDENCIAL;alto;;medio
Ñuñoa;149.59570841263456;99.73047227508971;RESIDENCIAL;bajo;;bajo
Ñuñoa;105.68767940816697;70.458452938778;RESIDENCIAL;medio;;medio
Ñuñoa;114.05958876734668;76.0397258448978;RESIDENCIAL;medio;;medio
Ñuñoa;220.51483059452346;147.00988706301564;COMERCIAL;alto;;alto
Ñuñoa;103.82811927161663;69.21874618107776;RESIDENCIAL;alto;;bajo
Ñuñoa;249.41732630945663;166.27821753963778;INDUSTRIAL;alto;;alto
Ñuñoa;100.24951946097046;66.8330129739803;RESIDENCIAL;medio;;medio
Ñuñoa;67.9465082427518;45.29767216183454;RESIDENCIAL;bajo;;medio
Ñuñoa;274.1973204907851;182.79821366052343;COMERCIAL;alto;;bajo
Ñuñoa;221.48646483724627;147.65764322483085;COMERCIAL;medio;;alto
Ñuñoa;63.723272959152176;42.482181972768124;RESIDENCIAL;alto;;bajo
Ñuñoa;115.491600532092;76.994400354728;RESIDENCIAL;bajo;;bajo
Ñuñoa;360.41371949176914;240.27581299451276;COMERCIAL;medio;;bajo
Ñuñoa;294.5737893427031;196.38252622846875;INDUSTRIAL;medio;;medio
Ñuñoa;116.63801675082964;77.75867783388644;RESIDENCIAL;alto;;bajo
Ñuñoa;133.59636658175293;89.0642443878353;RESIDENCIAL;bajo;;medio
Ñuñoa;314.73381417815307;209.8225427854354;INDUSTRIAL;bajo;;bajo
Ñuñoa;288.41168793175336;192.27445862116895;INDUSTRIAL;bajo;;bajo
Ñuñoa;148.88267672407304;99.25511781604871;RESIDENCIAL;alto;;medio
Ñuñoa;290.61318124847423;193.74212083231617;COMERCIAL;bajo;;alto
Ñuñoa;213.32007480140405;142.21338320093602;INDUSTRIAL;medio;;alto
Ñuñoa;309.0213762540489;206.01425083603263;COMERCIAL;alto;;bajo
Ñuñoa;330.4367029549068;220.29113530327123;COMERCIAL;bajo;;medio
Ñuñoa;304.65017911955624;203.10011941303753;INDUSTRIAL;alto;;bajo
Ñuñoa;195.56206782543913;130.37471188362608;COMERCIAL;bajo;;alto
Ñuñoa;279.89903643925624;186.59935762617084;COMERCIAL;alto;;alto
Ñuñoa;281.6946599267002;187.79643995113346;COMERCIAL;alto;;bajo
Ñuñoa;59.45650140038387;39.637667600255924;RESIDENCIAL;bajo;;alto
Ñuñoa;274.4529759238388;182.96865061589253;INDUSTRIAL;bajo;;medio
Ñuñoa;211.50554213997194;141.0036947599813;COMERCIAL;alto;;alto
Ñuñoa;125.8749866978981;83.91665779859875;RESIDENCIAL;bajo;;alto
Ñuñoa;301.2081889557239;200.80545930381595;COMERCIAL;bajo;;medio
Ñuñoa;203.08097027416275;135.3873135161085;COMERCIAL;alto;;alto
Ñuñoa;318.7420087574409;212.4946725049606;INDUSTRIAL;medio;;medio
Ñuñoa;212.617526171766;141.745017447844;COMERCIAL;medio;;alto
Ñuñoa;296.73453988918743;197.82302659279165;COMERCIAL;alto;;bajo
Ñuñoa;256.24053949970124;170.82702633313417;COMERCIAL;alto;;bajo
Ñuñoa;169.46883745895715;112.97922497263811;RESIDENCIAL;bajo;;bajo
Ñuñoa;136.11936619372062;90.7462441291471;RESIDENCIAL;bajo;;bajo
Ñuñoa;338.3896453279973;225.59309688533153;INDUSTRIAL;alto;;bajo
Ñuñoa;103.15553453123098;68.77035635415399;RESIDENCIAL;alto;;medio
Ñuñoa;274.1280736550697;182.75204910337985;INDUSTRIAL;bajo;;medio
Ñuñoa;292.0927665736022;194.72851104906815;COMERCIAL;medio;;bajo
Ñuñoa;260.1365739196863;173.42438261312424;COMERCIAL;medio;;alto
Ñuñoa;298.25069372135545;198.83379581423696;COMERCIAL;alto;;bajo
Ñuñoa;198.43521090427228;132.2901406028482;INDUSTRIAL;alto;;alto
Ñuñoa;296.17570451999495;197.45046967999667;INDUSTRIAL;alto;;medio
Ñuñoa;306.4616327533903;204.3077551689269;COMERCIAL;bajo;;medio
Ñuñoa;253.5897961657406;169.05986411049378;COMERCIAL;medio;;medio
Ñuñoa;316.2089227814677;210.8059485209785;INDUSTRIAL;alto;;medio
Ñuñoa;267.962804805403;178.64186987026866;INDUSTRIAL;medio;;alto
Ñuñoa;110.15365376794242;73.43576917862828;RESIDENCIAL;medio;;medio
Ñuñoa;289.9300959727521;193.28673064850142;INDUSTRIAL;alto;;medio
Ñuñoa;251.5794688001715;167.719645866781;COMERCIAL;bajo;;alto
Ñuñoa;115.66058932216393;77.1070595481093;RESIDENCIAL;bajo;;medio
Ñuñoa;229.9030912839075;153.268727522605;INDUSTRIAL;alto;;medio
Ñuñoa;284.80631055703384;189.87087370468925;INDUSTRIAL;bajo;;bajo
Ñuñoa;314.72161471752145;209.814409811681;INDUSTRIAL;medio;;bajo
Ñuñoa;326.6742374193269;217.78282494621794;INDUSTRIAL;alto;;medio
Ñuñoa;313.3711032846696;208.9140688564464;COMERCIAL;medio;;bajo
Ñuñoa;258.2908250371656;172.1938833581104;INDUSTRIAL;bajo;;bajo
Ñuñoa;252.6754635545016;168.4503090363344;COMERCIAL;bajo;;alto
Ñuñoa;263.7263654074932;175.8175769383288;COMERCIAL;alto;;bajo
Ñuñoa;292.31826089239945;194.878840594933;COMERCIAL;medio;;medio
Ñuñoa;129.85156524518425;86.56771016345617;RESIDENCIAL;alto;;medio
Ñuñoa;295.5300066786267;197.02000445241782;COMERCIAL;medio;;bajo
Ñuñoa;136.1364389306623;90.75762595377489;RESIDENCIAL;alto;;medio
Ñuñoa;80.53761753299935;53.691745021999566;RESIDENCIAL;medio;;alto
Ñuñoa;233.7496621223426;155.83310808156176;COMERCIAL;alto;;alto
Ñuñoa;87.24905647604123;58.166037650694165;RESIDENCIAL;alto;;alto
Ñuñoa;275.82798996328273;183.88532664218852;COMERCIAL;medio;;alto
Ñuñoa;116.69414262734288;77.79609508489527;RESIDENCIAL;bajo;;alto
Ñuñoa;301.9029575051871;201.2686383367914;INDUSTRIAL;bajo;;bajo
Ñuñoa;106.49898813114048;70.99932542076031;RESIDENCIAL;alto;;bajo
Ñuñoa;149.56274617665068;99.70849745110046;RESIDENCIAL;alto;;bajo
Ñuñoa;207.1769425934465;138.11796172896433;INDUSTRIAL;medio;;alto
Ñuñoa;84.33594363734035;56.22396242489357;RESIDENCIAL;alto;;alto
Ñuñoa;209.96315961475193;139.97543974316795;COMERCIAL;alto;;alto
Ñuñoa;224.97747117919326;149.98498078612883;INDUSTRIAL;medio;;alto
Ñuñoa;302.26721953709387;201.51147969139592;COMERCIAL;alto;;medio
Ñuñoa;280.0444475136891;186.69629834245941;COMERCIAL;medio;;bajo
Ñuñoa;96.45999311446683;64.30666207631121;RESIDENCIAL;medio;;medio
Ñuñoa;367.89767100938394;245.26511400625597;COMERCIAL;bajo;;medio
Ñuñoa;127.72997566913087;85.15331711275392;RESIDENCIAL;alto;;bajo
Ñuñoa;291.3240808675207;194.2160539116805;INDUSTRIAL;medio;;medio
Ñuñoa;126.28448920625175;84.1896594708345;RESIDENCIAL;alto;;alto
Ñuñoa;93.67113681565087;62.447424543767255;RESIDENCIAL;bajo;;medio
Ñuñoa;96.36777362808157;64.24518241872106;RESIDENCIAL;medio;;medio
Ñuñoa;303.291131090383;202.1940873935887;COMERCIAL;medio;;bajo
Ñuñoa;263.9414085804179;175.96093905361192;COMERCIAL;bajo;;medio
Ñuñoa;289.82555014664155;193.21703343109436;INDUSTRIAL;medio;;medio
Ñuñoa;252.60924065129552;168.40616043419703;COMERCIAL;medio;;alto
Ñuñoa;310.24403105665596;206.82935403777066;INDUSTRIAL;medio;;medio
Ñuñoa;239.3969861294638;159.59799075297587;INDUSTRIAL;alto;pico;alto
Ñuñoa;239.6239007721372;159.7492671814248;INDUSTRIAL;alto;;alto
Ñuñoa;143.28930869360488;95.5262057957366;RESIDENCIAL;alto;;bajo
Ñuñoa;129.58414661236296;86.38943107490864;RESIDENCIAL;alto;;bajo
Ñuñoa;323.3584225663899;215.57228171092663;COMERCIAL;alto;;bajo
Ñuñoa;68.59764056666822;45.73176037777882;RESIDENCIAL;bajo;;alto
Ñuñoa;233.7588368229106;155.8392245486071;COMERCIAL;alto;;alto
Ñuñoa;214.40780408081835;142.9385360538789;COMERCIAL;bajo;;alto
Ñuñoa;90.74468711594741;60.496458077298286;RESIDENCIAL;medio;;bajo
Ñuñoa;323.0101093019437;215.3400728679625;COMERCIAL;bajo;;bajo
Ñuñoa;335.2849455465526;223.52329703103507;INDUSTRIAL;alto;;medio
Ñuñoa;325.8984321905184;217.26562146034564;INDUSTRIAL;alto;;medio
Ñuñoa;304.09998741120523;202.7333249408035;INDUSTRIAL;medio;;medio
Ñuñoa;267.8738991072244;178.58259940481628;COMERCIAL;bajo;;bajo
Ñuñoa;196.82573415608712;131.2171561040581;INDUSTRIAL;medio;;alto
Ñuñoa;314.6598652930366;209.7732435286911;INDUSTRIAL;medio;;bajo
Ñuñoa;228.89993879999656;152.59995919999773;INDUSTRIAL;bajo;;alto
Ñuñoa;257.1633936575882;171.44226243839213;COMERCIAL;bajo;;medio
Ñuñoa;155.69565504976708;103.79710336651141;RESIDENCIAL;bajo;;bajo
Ñuñoa;320.41465277244464;213.60976851496312;INDUSTRIAL;bajo;;bajo
Ñuñoa;277.26764953140304;184.84509968760204;COMERCIAL;bajo;;bajo
Ñuñoa;98.93704638454821;65.95803092303214;RESIDENCIAL;medio;;bajo
Ñuñoa;160.7630578265824;107.17537188438828;RESIDENCIAL;bajo;;medio
Ñuñoa;175.0325402270771;116.68836015138476;INDUSTRIAL;medio;;alto
Ñuñoa;358.8585355927529;239.23902372850193;COMERCIAL;medio;;medio
Ñuñoa;302.2426844669178;201.49512297794521;INDUSTRIAL;alto;;bajo
Ñuñoa;303.02065561141336;202.01377040760894;INDUSTRIAL;bajo;;medio
Ñuñoa;368.76630721545706;245.84420481030472;INDUSTRIAL;medio;;medio
Ñuñoa;105.06639530169112;70.04426353446074;RESIDENCIAL;medio;;bajo
Ñuñoa;267.25948916844;178.17299277896;COMERCIAL;alto;;medio
Ñuñoa;291.76968386902513;194.5131225793501;COMERCIAL;medio;;medio
Ñuñoa;101.64363467664027;67.76242311776018;RESIDENCIAL;alto;;medio
Ñuñoa;201.3965011476045;134.26433409840303;COMERCIAL;bajo;;alto
Ñuñoa;105.02493078829092;70.01662052552727;RESIDENCIAL;medio;;medio
Ñuñoa;148.81103525898828;99.20735683932553;RESIDENCIAL;alto;;alto
Ñuñoa;291.7527132313433;194.50180882089555;COMERCIAL;bajo;;bajo
Ñuñoa;306.5771312709946;204.38475418066307;COMERCIAL;medio;pico;medio
Ñuñoa;72.28400373027252;48.18933582018168;RESIDENCIAL;alto;;alto
Ñuñoa;153.27102861167776;102.18068574111852;RESIDENCIAL;alto;;medio
Ñuñoa;300.69903642785704;200.46602428523806;COMERCIAL;bajo;;bajo
Ñuñoa;282.2817048801358;188.18780325342388;COMERCIAL;alto;;bajo
Ñuñoa;149.6952521668225;99.79683477788168;RESIDENCIAL;medio;;bajo
Ñuñoa;351.83727830239184;234.55818553492793;COMERCIAL;bajo;;bajo
Ñuñoa;211.74269665972886;141.16179777315259;COMERCIAL;alto;;alto
Ñuñoa;73.77476276554708;49.183175177031394;RESIDENCIAL;medio;;alto
Ñuñoa;363.073981380683;242.04932092045533;INDUSTRIAL;bajo;;medio
Ñuñoa;205.76941141332532;137.17960760888354;COMERCIAL;medio;;alto
Ñuñoa;307.5269747183261;205.01798314555072;COMERCIAL;alto;;medio
Ñuñoa;126.10529652686394;84.07019768457597;RESIDENCIAL;bajo;;bajo
Ñuñoa;119.68234238448387;79.7882282563226;RESIDENCIAL;bajo;;bajo
Ñuñoa;314.33837452922404;209.55891635281606;COMERCIAL;medio;;bajo
Ñuñoa;122.7953137016316;81.86354246775441;RESIDENCIAL;medio;;medio
Ñuñoa;97.4826148623479;64.98840990823194;RESIDENCIAL;bajo;;bajo
Ñuñoa;261.55442560534465;174.36961707022976;INDUSTRIAL;medio;;bajo
Ñuñoa;284.5388768147977;189.69258454319845;COMERCIAL;medio;;bajo
Ñuñoa;324.14062119920965;216.09374746613977;INDUSTRIAL;alto;;medio
Ñuñoa;322.444558940671;214.9630392937807;COMERCIAL;medio;;bajo
Ñuñoa;93.37156049215146;62.24770699476765;RESIDENCIAL;medio;;bajo
Ñuñoa;236.73880314639317;157.82586876426214;INDUSTRIAL;medio;;alto
Ñuñoa;231.74823662888434;154.49882441925627;COMERCIAL;bajo;;alto
Ñuñoa;287.0063491566518;191.3375661044346;INDUSTRIAL;bajo;;medio
Ñuñoa;95.1045291593828;63.40301943958854;RESIDENCIAL;bajo;;medio
Ñuñoa;332.716452600417;221.81096840027806;INDUSTRIAL;medio;;bajo
Ñuñoa;222.99635848788196;148.66423899192134;COMERCIAL;bajo;;alto
Ñuñoa;65.98508942836995;43.9900596189133;RESIDENCIAL;medio;;alto
Ñuñoa;221.03010439767445;147.35340293178297;INDUSTRIAL;bajo;;alto
Ñuñoa;128.67264103902704;85.78176069268471;RESIDENCIAL;alto;;bajo
Ñuñoa;293.23334834915545;195.488898899437;INDUSTRIAL;medio;;medio
Ñuñoa;131.15069174146993;87.43379449431329;RESIDENCIAL;bajo;;bajo
Ñuñoa;318.72864046159884;212.48576030773256;COMERCIAL;medio;;bajo
Ñuñoa;248.0607765313404;165.37385102089362;COMERCIAL;medio;;medio
Ñuñoa;337.3925248410355;224.92834989402368;INDUSTRIAL;alto;;bajo
Ñuñoa;249.1206661045401;166.0804440696934;INDUSTRIAL;alto;;alto
Ñuñoa;103.37001362874828;68.91334241916552;RESIDENCIAL;bajo;;medio
Ñuñoa;103.25680495682575;68.83786997121716;RESIDENCIAL;medio;;bajo
Ñuñoa;282.37118329833345;188.24745553222232;COMERCIAL;bajo;;alto
Ñuñoa;212.8313812163652;141.88758747757683;INDUSTRIAL;alto;;alto
Ñuñoa;326.85905973790005;217.90603982526673;INDUSTRIAL;bajo;;bajo
Ñuñoa;247.99304242558392;165.3286949503893;INDUSTRIAL;bajo;;alto
Ñuñoa;166.81962072403772;111.21308048269182;RESIDENCIAL;bajo;;medio
Ñuñoa;237.73313453340447;158.488756355603;COMERCIAL;alto;;alto
Ñuñoa;328.9773798250247;219.31825321668313;INDUSTRIAL;medio;;bajo
Ñuñoa;265.6191518061511;177.07943453743408;INDUSTRIAL;bajo;;alto
Ñuñoa;323.43770597386174;215.62513731590786;INDUSTRIAL;alto;pico;medio
Ñuñoa;237.9467065781856;158.63113771879043;INDUSTRIAL;bajo;;alto
Ñuñoa;127.50103296912988;85.00068864608659;RESIDENCIAL;medio;;bajo
Ñuñoa;311.84670773417463;207.89780515611642;COMERCIAL;alto;;bajo
Ñuñoa;214.91727313510012;143.27818209006676;COMERCIAL;alto;;alto
Ñuñoa;126.35171877627359;84.2344791841824;RESIDENCIAL;alto;;medio
Ñuñoa;93.94850444268336;62.63233629512224;RESIDENCIAL;alto;;bajo
Ñuñoa;131.4111707122224;87.60744714148161;RESIDENCIAL;bajo;;medio
Ñuñoa;132.47346680602746;88.31564453735166;RESIDENCIAL;bajo;;medio
Ñuñoa;251.22294699148506;167.48196466099006;INDUSTRIAL;bajo;;alto
Ñuñoa;301.297898823427;200.86526588228466;COMERCIAL;medio;;medio
Ñuñoa;73.90938447358297;49.27292298238866;RESIDENCIAL;bajo;;bajo
Ñuñoa;318.36817644825936;212.24545096550625;COMERCIAL;alto;;medio
Ñuñoa;39.87223290911949;26.58148860607966;RESIDENCIAL;medio;;alto
Ñuñoa;49.32662347201794;32.88441564801197;RESIDENCIAL;medio;;medio
Ñuñoa;81.9827038122394;54.655135874826264;RESIDENCIAL;bajo;;alto
Ñuñoa;312.6109098539936;208.40727323599572;COMERCIAL;alto;;bajo
Ñuñoa;248.3302685075037;165.55351233833582;INDUSTRIAL;bajo;;alto
Ñuñoa;94.25000708817758;62.83333805878506;RESIDENCIAL;alto;;alto
Ñuñoa;229.62286539321707;153.08191026214473;COMERCIAL;bajo;;alto
Ñuñoa;123.05947847824821;82.03965231883215;RESIDENCIAL;bajo;;medio
Ñuñoa;310.6187184428674;207.0791456285783;INDUSTRIAL;alto;;medio
Ñuñoa;190.80368858368914;127.20245905579277;INDUSTRIAL;medio;;alto
Ñuñoa;246.5796159617605;164.3864106411737;INDUSTRIAL;alto;;alto
Ñuñoa;298.82719868849387;199.2181324589959;INDUSTRIAL;bajo;;bajo
Ñuñoa;120.41434994508023;80.27623329672016;RESIDENCIAL;bajo;;bajo
Ñuñoa;244.60774637228513;163.07183091485678;INDUSTRIAL;bajo;;alto
Ñuñoa;292.6001277932089;195.06675186213928;COMERCIAL;bajo;;bajo
Ñuñoa;229.50979356458814;153.00652904305875;COMERCIAL;alto;;alto
Ñuñoa;343.4999217168774;228.99994781125162;INDUSTRIAL;bajo;;bajo
Ñuñoa;90.6803648595951;60.4535765730634;RESIDENCIAL;bajo;;medio
Ñuñoa;196.12939329374413;130.75292886249608;COMERCIAL;bajo;;alto
Ñuñoa;115.91753839792582;77.27835893195055;RESIDENCIAL;alto;pico;alto
Ñuñoa;289.53386395672044;193.02257597114698;COMERCIAL;alto;;medio
Ñuñoa;53.26627313148999;35.510848754326666;RESIDENCIAL;alto;;alto
Ñuñoa;76.21080229460019;50.80720152973346;RESIDENCIAL;bajo;;bajo
Ñuñoa;209.4847720177797;139.6565146785198;COMERCIAL;medio;;bajo
Ñuñoa;253.02993718985977;168.68662479323984;INDUSTRIAL;alto;;bajo
Ñuñoa;341.31742096302816;227.54494730868547;COMERCIAL;medio;;bajo
Ñuñoa;118.61702016056383;79.0780134403759;RESIDENCIAL;alto;;bajo
Ñuñoa;281.8006030166613;187.8670686777742;INDUSTRIAL;bajo;;medio
Ñuñoa;339.2914767745792;226.19431784971948;INDUSTRIAL;alto;;medio
Ñuñoa;77.10110580744933;51.40073720496622;RESIDENCIAL;medio;;alto
Ñuñoa;288.3796267513623;192.25308450090824;INDUSTRIAL;medio;;bajo
Ñuñoa;131.11839976591284;87.41226651060857;RESIDENCIAL;bajo;;bajo
Ñuñoa;89.90929921263785;59.93953280842524;RESIDENCIAL;bajo;;alto
Ñuñoa;220.2158765181678;146.81058434544522;COMERCIAL;alto;;alto
Ñuñoa;298.41941721951423;198.94627814634285;COMERCIAL;alto;;bajo
Ñuñoa;257.773154726183;171.84876981745538;INDUSTRIAL;medio;;alto
Ñuñoa;69.38021925229339;46.25347950152893;RESIDENCIAL;bajo;;medio
Ñuñoa;133.307415179555;88.87161011970333;RESIDENCIAL;bajo;;bajo
Ñuñoa;240.7338866353448;160.48925775689656;INDUSTRIAL;bajo;;alto
Ñuñoa;244.3405421982639;162.8936947988426;COMERCIAL;bajo;;bajo
Ñuñoa;267.7144277636544;178.4762851757696;COMERCIAL;alto;;medio
Ñuñoa;113.87671933632859;75.91781289088573;RESIDENCIAL;medio;;medio
Ñuñoa;345.49665858057205;230.33110572038137;COMERCIAL;bajo;corte;bajo
Ñuñoa;254.21164001029564;169.47442667353044;INDUSTRIAL;bajo;;medio
Ñuñoa;294.6034234270325;196.40228228468837;COMERCIAL;bajo;;alto
Ñuñoa;114.76402720981135;76.50935147320756;RESIDENCIAL;bajo;;medio
Ñuñoa;132.36251120846262;88.24167413897509;RESIDENCIAL;medio;;medio
Ñuñoa;319.4650342072417;212.97668947149447;INDUSTRIAL;bajo;;bajo
Ñuñoa;298.4566999760453;198.97113331736352;INDUSTRIAL;medio;;medio
Ñuñoa;195.40856962368198;130.2723797491213;INDUSTRIAL;alto;;alto
Ñuñoa;94.62748741356309;63.08499160904206;RESIDENCIAL;medio;;alto
Ñuñoa;319.96986977740283;213.31324651826858;COMERCIAL;bajo;;bajo
Ñuñoa;258.99219541129065;172.66146360752714;INDUSTRIAL;medio;;alto
Ñuñoa;221.47354671994268;147.64903114662846;COMERCIAL;bajo;;alto
Ñuñoa;327.51076879592796;218.34051253061867;COMERCIAL;medio;;bajo
Ñuñoa;269.12142109339675;179.41428072893117;COMERCIAL;bajo;;alto
Ñuñoa;109.28615873311811;72.85743915541208;RESIDENCIAL;medio;;alto
Ñuñoa;257.10943515324726;171.40629010216486;COMERCIAL;medio;;bajo
Ñuñoa;227.43984054873417;151.62656036582277;COMERCIAL;alto;;alto
Ñuñoa;283.4491425827862;188.9660950551908;COMERCIAL;bajo;;medio
Ñuñoa;294.2670710960004;196.17804739733361;INDUSTRIAL;bajo;;bajo
Ñuñoa;320.5479107598752;213.69860717325014;COMERCIAL;bajo;;bajo
Ñuñoa;55.55861402545377;37.03907601696918;RESIDENCIAL;alto;;bajo
Ñuñoa;241.38223515987275;160.92149010658184;COMERCIAL;medio;;alto
Ñuñoa;289.9348557608014;193.28990384053427;COMERCIAL;medio;;alto
Ñuñoa;113.93628280752269;75.9575218716818;RESIDENCIAL;bajo;;medio
Ñuñoa;268.218254671329;178.81216978088605;COMERCIAL;alto;;medio
Ñuñoa;77.48354973775336;51.65569982516892;RESIDENCIAL;alto;;alto
Ñuñoa;314.6985017335394;209.79900115569296;INDUSTRIAL;bajo;;medio
Ñuñoa;262.191391559697;174.79426103979804;COMERCIAL;medio;;medio
Ñuñoa;266.1641403009724;177.4427602006483;INDUSTRIAL;bajo;;medio
Ñuñoa;98.81222830410324;65.87481886940218;RESIDENCIAL;medio;;alto
Ñuñoa;148.18080270119742;98.78720180079829;RESIDENCIAL;bajo;;bajo
Ñuñoa;124.30149534074027;82.86766356049353;RESIDENCIAL;bajo;;bajo
Ñuñoa;264.1135508236879;176.0757005491253;INDUSTRIAL;bajo;;alto
Ñuñoa;273.77280856665027;182.5152057111002;INDUSTRIAL;alto;;medio
Ñuñoa;306.8146816517545;204.54312110116967;COMERCIAL;bajo;;medio
Ñuñoa;124.06236778701044;82.70824519134031;RESIDENCIAL;alto;;alto
Ñuñoa;332.7654591581669;221.84363943877793;INDUSTRIAL;bajo;;bajo
Ñuñoa;290.36743934160893;193.57829289440596;INDUSTRIAL;medio;;medio
Ñuñoa;180.85190188892977;120.56793459261985;RESIDENCIAL;alto;;bajo
Ñuñoa;265.9832898842013;177.32219325613426;INDUSTRIAL;alto;;alto
Ñuñoa;333.6001983295076;222.40013221967175;INDUSTRIAL;bajo;;bajo
Ñuñoa;142.07351010798337;94.71567340532226;RESIDENCIAL;alto;;alto
Ñuñoa;88.60091459034234;59.06727639356157;RESIDENCIAL;medio;;medio
Ñuñoa;98.7211445561973;65.8140963707982;RESIDENCIAL;bajo;;alto
Ñuñoa;275.06176538645803;183.3745102576387;INDUSTRIAL;alto;;bajo
Ñuñoa;122.87369297601185;81.91579531734124;RESIDENCIAL;alto;;alto
Ñuñoa;48.07446900429388;32.049646002862595;RESIDENCIAL;medio;;alto
Ñuñoa;292.46719362766333;194.97812908510892;COMERCIAL;bajo;;medio
Ñuñoa;260.2974210987563;173.53161406583752;INDUSTRIAL;bajo;;medio
Ñuñoa;252.9938931849072;168.6625954566048;COMERCIAL;bajo;;alto
Ñuñoa;365.4756132259137;243.65040881727583;INDUSTRIAL;bajo;;medio
Ñuñoa;278.51856362705934;185.6790424180396;INDUSTRIAL;bajo;;medio
Ñuñoa;96.837710672979;64.55847378198601;RESIDENCIAL;bajo;;alto
Ñuñoa;341.0272973262396;227.3515315508264;INDUSTRIAL;medio;;medio
Ñuñoa;207.75260384929842;138.5017358995323;COMERCIAL;alto;;alto
Ñuñoa;117.29530279185609;78.19686852790407;RESIDENCIAL;bajo;;medio
Ñuñoa;315.5204635098682;210.34697567324548;COMERCIAL;alto;;bajo
Ñuñoa;290.54737035784393;193.69824690522933;INDUSTRIAL;alto;;medio
Ñuñoa;83.54624587584838;55.6974972505656;RESIDENCIAL;medio;;alto
Ñuñoa;285.5872225991543;190.39148173276956;COMERCIAL;bajo;;medio
Ñuñoa;234.58121670434778;156.38747780289853;COMERCIAL;bajo;;alto
Ñuñoa;306.40208164634396;204.268054430896;COMERCIAL;medio;;bajo
Ñuñoa;169.7598037878998;113.17320252526655;RESIDENCIAL;bajo;;bajo
Ñuñoa;37.60212148158112;25.06808098772075;RESIDENCIAL;bajo;;alto
Ñuñoa;140.1328108512487;93.42187390083248;RESIDENCIAL;alto;;bajo
Ñuñoa;312.02393886457236;208.01595924304826;COMERCIAL;alto;;medio
Ñuñoa;78.86692646243304;52.57795097495537;RESIDENCIAL;alto;;alto
Ñuñoa;343.51699816699687;229.01133211133126;INDUSTRIAL;medio;;bajo
Ñuñoa;314.60122570538476;209.7341504702565;COMERCIAL;bajo;;bajo
Ñuñoa;52.42214378830098;34.948095858867326;RESIDENCIAL;alto;;medio
