comuna;consumo_diurno;consumo_nocturno;tipo_cliente;socioeconomico;evento_anomalo;eficiencia_energetica;consumo_total;beneficiario;aporte;ajuste_tarifario
Peñaflor;103.52986868242802;69.019912454952;RESIDENCIAL;alto;;alto;172.54978113738002;False;True;8.627489056869
Peñaflor;238.7090848017075;159.139389867805;COMERCIAL;alto;;medio;397.8484746695125;False;True;19.892423733475624
Peñaflor;308.49956267325035;205.66637511550027;INDUSTRIAL;bajo;;bajo;514.1659377887506;False;True;25.708296889437534
Peñaflor;87.87678448345066;58.58452298896712;RESIDENCIAL;medio;;alto;146.4613074724178;True;False;-21.969196120862666
Peñaflor;196.30980357214708;130.87320238143138;INDUSTRIAL;bajo;;alto;327.18300595357846;False;True;16.359150297678923
Peñaflor;88.95853476682622;59.30568984455082;RESIDENCIAL;medio;;alto;148.26422461137705;True;False;-22.23963369170656
Peñaflor;95.2641972247608;63.5094648165072;RESIDENCIAL;alto;;alto;158.773662041268;False;True;7.9386831020634006
Peñaflor;297.6493076845815;198.43287178972105;COMERCIAL;medio;;medio;496.08217947430256;False;True;24.804108973715127
Peñaflor;117.19119926052976;78.12746617368651;RESIDENCIAL;alto;;medio;195.31866543421626;False;True;9.765933271710812
Peñaflor;87.45975731725274;58.3065048781685;RESIDENCIAL;alto;;alto;145.76626219542123;True;False;-21.864939329313184
Peñaflor;60.76129705246393;40.50753136830929;RESIDENCIAL;bajo;;alto;101.26882842077322;True;False;-15.190324263115983
Peñaflor;74.08005468449771;49.38670312299848;RESIDENCIAL;medio;;alto;123.4667578074962;True;False;-18.52001367112443
Peñaflor;238.2748047615454;158.84986984103028;INDUSTRIAL;alto;;bajo;397.1246746025757;False;True;19.856233730128782
Peñaflor;239.4002845518444;159.60018970122962;INDUSTRIAL;medio;;alto;399.000474253074;False;True;19.950023712653703
Peñaflor;206.99413880325227;137.99609253550153;INDUSTRIAL;alto;;bajo;344.9902313387538;False;True;17.24951156693769
Peñaflor;279.6588188320741;186.43921255471608;COMERCIAL;alto;;bajo;466.0980313867901;False;True;23.30490156933951
Peñaflor;262.5161466121814;175.0107644081209;INDUSTRIAL;medio;;medio;437.5269110203023;False;True;21.876345551015117
Peñaflor;124.69132433478056;83.12754955652039;RESIDENCIAL;medio;;medio;207.81887389130094;False;True;10.390943694565046
Peñaflor;292.8725484899832;195.2483656599888;INDUSTRIAL;bajo;;medio;488.120914149972;False;True;24.406045707498603
Peñaflor;238.47477975560244;158.98318650373497;INDUSTRIAL;medio;;alto;397.4579662593374;False;True;19.87289831296687
Peñaflor;121.76275127236848;81.17516751491235;RESIDENCIAL;medio;;alto;202.9379187872808;False;True;10.14689593936404
Peñaflor;139.99160662630248;93.32773775086834;RESIDENCIAL;alto;;alto;233.3193443771708;False;True;11.66596721885854
Peñaflor;133.13257270506548;88.75504847004368;RESIDENCIAL;medio;;medio;221.88762117510916;False;True;11.094381058755458
Peñaflor;221.25566790014577;147.5037786000972;INDUSTRIAL;alto;;alto;368.759446500243;False;True;18.43797232501215
Peñaflor;75.72001588650988;50.48001059100659;RESIDENCIAL;bajo;;medio;126.20002647751647;True;False;-18.93000397162747
Peñaflor;274.11929975868844;182.7461998391257;INDUSTRIAL;medio;;bajo;456.86549959781416;False;True;22.843274979890708
Peñaflor;369.2768580667523;246.1845720445016;COMERCIAL;medio;;bajo;615.4614301112539;False;True;30.773071505562694
Peñaflor;151.2991363667314;100.86609091115427;RESIDENCIAL;alto;;medio;252.16522727788566;False;True;12.608261363894282
Peñaflor;330.5614411697288;220.3742941131526;INDUSTRIAL;bajo;;medio;550.9357352828814;False;True;27.546786764144073
Peñaflor;255.1250369692349;170.08335797948996;INDUSTRIAL;alto;;alto;425.20839494872484;False;True;21.260419747436245
Peñaflor;297.49320425631976;198.32880283754653;INDUSTRIAL;medio;;medio;495.8220070938663;False;True;24.791100354693317
Peñaflor;333.45339208282167;222.30226138854775;INDUSTRIAL;bajo;;bajo;555.7556534713694;False;True;27.787782673568472
Peñaflor;92.30942288775957;61.53961525850638;RESIDENCIAL;medio;;medio;153.84903814626594;False;True;7.692451907313297
Peñaflor;136.11635222229071;90.74423481486048;RESIDENCIAL;bajo;;bajo;226.8605870371512;False;True;11.34302935185756
Peñaflor;217.98597906381792;145.3239860425453;COMERCIAL;bajo;;bajo;363.3099651063632;False;True;18.165498255318163
Peñaflor;108.56663413256898;72.37775608837931;RESIDENCIAL;bajo;;medio;180.9443902209483;False;True;9.047219511047414
Peñaflor;221.6302794934788;147.7535196623192;COMERCIAL;bajo;;alto;369.383799155798;False;True;18.4691899577899
Peñaflor;310.5234247789789;207.0156165193193;COMERCIAL;medio;;medio;517.5390412982982;False;True;25.876952064914914
Peñaflor;263.0984993018124;175.39899953454164;INDUSTRIAL;bajo;;alto;438.49749883635405;False;True;21.924874941817702
Peñaflor;295.727961040373;197.15197402691533;COMERCIAL;alto;;medio;492.87993506728833;False;True;24.64399675336442
Peñaflor;129.71183044560553;86.47455363040369;RESIDENCIAL;alto;;bajo;216.18638407600923;False;True;10.809319203800463
Peñaflor;103.72510883068416;69.15007255378944;RESIDENCIAL;medio;;alto;172.8751813844736;False;True;8.643759069223679
Peñaflor;216.05620288242812;144.03746858828546;COMERCIAL;medio;;alto;360.0936714707136;False;True;18.00468357353568
Peñaflor;272.671754522092;181.7811696813947;COMERCIAL;alto;;alto;454.45292420348665;False;True;22.722646210174336
Peñaflor;231.56894462087385;154.37929641391588;INDUSTRIAL;medio;;medio;385.9482410347897;False;True;19.297412051739485
Peñaflor;111.729291635738;74.48619442382532;RESIDENCIAL;alto;;medio;186.21548605956332;False;True;9.310774302978166
Peñaflor;279.3633788946037;186.2422525964025;INDUSTRIAL;alto;;medio;465.6056314910062;False;True;23.280281574550308
Peñaflor;119.3065149444622;79.53767662964148;RESIDENCIAL;medio;;medio;198.84419157410366;False;True;9.942209578705183
Peñaflor;78.69461070653793;52.46307380435863;RESIDENCIAL;alto;;alto;131.15768451089656;True;False;-19.673652676634482
Peñaflor;132.54632789211706;88.36421859474473;RESIDENCIAL;alto;;medio;220.9105464868618;False;True;11.04552732434309
Peñaflor;246.71676576681065;164.47784384454044;INDUSTRIAL;alto;;medio;411.1946096113511;False;True;20.559730480567556
Peñaflor;123.39970820549232;82.26647213699488;RESIDENCIAL;alto;;medio;205.6661803424872;False;True;10.28330901712436
Peñaflor;246.26266145939036;164.17510763959356;COMERCIAL;medio;;alto;410.43776909898395;False;True;20.5218884549492
Peñaflor;134.04244894684928;89.36163263123287;RESIDENCIAL;alto;;bajo;223.40408157808213;False;True;11.170204078904108
Peñaflor;286.8784306321244;191.2522870880829;COMERCIAL;medio;;bajo;478.13071772020726;False;True;23.90653588601036
Peñaflor;62.21303218118556;41.47535478745704;RESIDENCIAL;bajo;;alto;103.6883869686426;True;False;-15.55325804529639
Peñaflor;272.68513220359034;181.79008813572693;INDUSTRIAL;alto;;alto;454.4752203393173;False;True;22.723761016965863
Peñaflor;313.8702147181585;209.24680981210568;COMERCIAL;medio;;medio;523.1170245302642;False;True;26.15585122651321
Peñaflor;110.945741731746;73.963827821164;RESIDENCIAL;bajo;;bajo;184.90956955291;False;True;9.245478477645499
Peñaflor;252.07647103681637;168.05098069121092;INDUSTRIAL;bajo;;medio;420.12745172802727;False;True;21.006372586401362
Peñaflor;252.3595791702009;168.23971944680062;INDUSTRIAL;alto;;alto;420.5992986170015;False;True;21.029964930850074
Peñaflor;186.28615383874373;124.19076922582916;COMERCIAL;alto;;alto;310.4769230645729;False;True;15.523846153228645
Peñaflor;112.7344842197295;75.156322813153;RESIDENCIAL;alto;;bajo;187.8908070328825;False;True;9.394540351644125
Peñaflor;258.5066279349863;172.33775195665754;INDUSTRIAL;medio;;alto;430.8443798916438;False;True;21.54221899458219
Peñaflor;244.5417460540585;163.02783070270573;COMERCIAL;medio;;alto;407.56957675676426;False;True;20.378478837838212
Peñaflor;338.1717572404885;225.4478381603257;INDUSTRIAL;medio;;bajo;563.6195954008142;False;True;28.18097977004071
Peñaflor;49.576352618692376;33.050901745794924;RESIDENCIAL;bajo;;bajo;82.6272543644873;True;False;-12.394088154673096
Peñaflor;158.8566247116856;105.90441647445708;RESIDENCIAL;bajo;;bajo;264.7610411861427;False;True;13.238052059307133
Peñaflor;108.01424568836188;72.00949712557458;RESIDENCIAL;medio;pico;alto;180.02374281393645;False;True;9.001187140696823
Peñaflor;119.7215303709311;79.81435358062075;RESIDENCIAL;bajo;;alto;199.53588395155185;False;True;9.976794197577592
Peñaflor;75.76992778356771;50.51328518904515;RESIDENCIAL;medio;;bajo;126.28321297261286;True;False;-18.94248194589193
Peñaflor;320.54085927859967;213.6939061857331;INDUSTRIAL;alto;;bajo;534.2347654643328;False;True;26.71173827321664
Peñaflor;246.90260813934236;164.60173875956158;INDUSTRIAL;alto;corte;alto;411.5043468989039;False;True;20.575217344945194
Peñaflor;81.17462656973598;54.11641771315732;RESIDENCIAL;bajo;;medio;135.2910442828933;True;False;-20.293656642433994
Peñaflor;327.60911326880523;218.4060755125369;INDUSTRIAL;bajo;;medio;546.0151887813421;False;True;27.300759439067107
Peñaflor;303.1344611707368;202.0896407804912;INDUSTRIAL;bajo;;medio;505.224101951228;False;True;25.2612050975614
Peñaflor;112.70386756474144;75.13591170982762;RESIDENCIAL;alto;;alto;187.83977927456908;False;True;9.391988963728455
Peñaflor;266.2203413073741;177.48022753824944;COMERCIAL;bajo;;bajo;443.70056884562354;False;True;22.185028442281176
Peñaflor;263.5488197552273;175.69921317015155;INDUSTRIAL;medio;;medio;439.2480329253789;False;True;21.962401646268944
Peñaflor;164.22141940054533;109.48094626703023;RESIDENCIAL;bajo;;medio;273.7023656675756;False;True;13.68511828337878
Peñaflor;218.31754939332248;145.54503292888168;INDUSTRIAL;bajo;;alto;363.86258232220416;False;True;18.193129116110207
Peñaflor;209.0069165793153;139.3379443862102;INDUSTRIAL;alto;;alto;348.3448609655255;False;True;17.417243048276276
Peñaflor;291.1344060920693;194.0896040613796;INDUSTRIAL;bajo;;medio;485.2240101534489;False;True;24.26120050767244
Peñaflor;105.16580043550132;70.11053362366755;RESIDENCIAL;bajo;;alto;175.27633405916887;False;True;8.763816702958444
Peñaflor;116.021855108839;77.34790340589268;RESIDENCIAL;medio;;alto;193.3697585147317;False;True;9.668487925736585
Peñaflor;278.68226283116303;185.78817522077537;COMERCIAL;bajo;;medio;464.4704380519384;False;True;23.22352190259692
Peñaflor;324.1733854103075;216.11559027353837;INDUSTRIAL;medio;;bajo;540.2889756838458;False;True;27.01444878419229
Peñaflor;235.4899450628491;156.99329670856608;COMERCIAL;medio;;alto;392.4832417714152;False;True;19.62416208857076
Peñaflor;301.19444338815583;200.7962955921039;COMERCIAL;alto;;medio;501.9907389802597;False;True;25.099536949012986
Peñaflor;305.10834536941866;203.40556357961245;INDUSTRIAL;bajo;;medio;508.51390894903113;False;True;25.42569544745156
Peñaflor;322.82925267512;215.2195017834133;COMERCIAL;bajo;;bajo;538.0487544585333;False;True;26.90243772292666
Peñaflor;121.88851488588752;81.25900992392502;RESIDENCIAL;bajo;;bajo;203.14752480981252;False;True;10.157376240490626
Peñaflor;261.77719400665825;174.51812933777217;COMERCIAL;medio;;alto;436.2953233444304;False;True;21.81476616722152
Peñaflor;312.48258648731445;208.32172432487636;COMERCIAL;medio;pico;bajo;520.8043108121908;False;True;26.04021554060954
Peñaflor;213.1161373891057;142.0774249260705;COMERCIAL;bajo;;alto;355.1935623151762;False;True;17.75967811575881
Peñaflor;100.07064198397175;66.71376132264785;RESIDENCIAL;medio;;bajo;166.7844033066196;False;True;8.33922016533098
Peñaflor;119.42339048445804;79.61559365630538;RESIDENCIAL;alto;;medio;199.03898414076343;False;True;9.951949207038172
Peñaflor;341.7654302216011;227.84362014773407;INDUSTRIAL;alto;;medio;569.6090503693351;False;True;28.480452518466755
Peñaflor;278.01876365723734;185.34584243815823;COMERCIAL;bajo;;medio;463.3646060953956;False;True;23.16823030476978
Peñaflor;293.2470684226152;195.4980456150768;INDUSTRIAL;alto;;bajo;488.745114037692;False;True;24.437255701884602
Peñaflor;108.9067456643787;72.60449710958581;RESIDENCIAL;alto;;medio;181.5112427739645;False;True;9.075562138698226
Peñaflor;283.46936870689257;188.9795791379284;INDUSTRIAL;medio;;medio;472.44894784482096;False;True;23.622447392241046
Peñaflor;311.8025520352788;207.8683680235192;COMERCIAL;bajo;;medio;519.670920058798;False;True;25.983546002939896
Peñaflor;229.52690841191952;153.01793894127968;INDUSTRIAL;alto;;alto;382.5448473531992;False;True;19.12724236765996
Peñaflor;283.2558682858992;188.8372455239328;INDUSTRIAL;medio;;alto;472.09311380983206;False;True;23.604655690491605
Peñaflor;220.1014540823917;146.7343027215945;INDUSTRIAL;medio;;medio;366.8357568039862;False;True;18.34178784019931
Peñaflor;253.93436440086785;169.28957626724525;INDUSTRIAL;bajo;;alto;423.2239406681131;False;True;21.161197033405653
Peñaflor;237.5288100198092;158.35254001320615;COMERCIAL;medio;;alto;395.88135003301534;False;True;19.794067501650765
Peñaflor;246.22008606892828;164.1467240459522;INDUSTRIAL;alto;;alto;410.3668101148805;False;True;20.51834050574402
Peñaflor;218.7002579029157;145.80017193527712;COMERCIAL;medio;;alto;364.5004298381928;False;True;18.22502149190964
Peñaflor;143.3832024209354;95.58880161395692;RESIDENCIAL;bajo;;medio;238.9720040348923;False;True;11.948600201744616
Peñaflor;274.2462877693031;182.8308585128688;COMERCIAL;bajo;;bajo;457.07714628217184;False;True;22.85385731410859
Peñaflor;83.01125144132693;55.34083429421796;RESIDENCIAL;bajo;;medio;138.3520857355449;True;False;-20.752812860331737
Peñaflor;295.4449955747175;196.963330383145;INDUSTRIAL;medio;;medio;492.40832595786253;False;True;24.620416297893126
Peñaflor;344.3525181275115;229.568345418341;INDUSTRIAL;medio;;bajo;573.9208635458525;False;True;28.696043177292626
Peñaflor;344.72867564618565;229.8191170974571;INDUSTRIAL;medio;;medio;574.5477927436427;False;True;28.727389637182135
Peñaflor;312.898798118181;208.599198745454;INDUSTRIAL;medio;;medio;521.497996863635;False;True;26.074899843181747
Peñaflor;123.50734016844088;82.3382267789606;RESIDENCIAL;medio;;bajo;205.8455669474015;False;True;10.292278347370075
Peñaflor;125.99550638458948;83.997004256393;RESIDENCIAL;bajo;;bajo;209.99251064098246;False;True;10.499625532049121
Peñaflor;273.9703188579294;182.6468792386196;INDUSTRIAL;alto;;bajo;456.617198096549;False;True;22.83085990482745
Peñaflor;243.2083834506872;162.13892230045815;INDUSTRIAL;alto;;alto;405.3473057511453;False;True;20.267365287557265
Peñaflor;123.13486996450128;82.08991330966752;RESIDENCIAL;medio;;bajo;205.2247832741688;False;True;10.26123916370844
Peñaflor;150.08716112693062;100.05810741795376;RESIDENCIAL;medio;;medio;250.1452685448844;False;True;12.50726342724422
Peñaflor;172.13464077385203;114.75642718256802;RESIDENCIAL;alto;;medio;286.89106795642004;False;True;14.344553397821002
Peñaflor;271.2204169062084;180.81361127080564;COMERCIAL;bajo;;bajo;452.0340281770141;False;True;22.601701408850705
Peñaflor;282.362916613583;188.24194440905532;INDUSTRIAL;alto;;bajo;470.6048610226384;False;True;23.53024305113192
Peñaflor;290.9673508484608;193.97823389897388;COMERCIAL;medio;;bajo;484.9455847474347;False;True;24.247279237371735
Peñaflor;339.2623734205238;226.1749156136825;INDUSTRIAL;medio;;medio;565.4372890342063;False;True;28.271864451710318
Peñaflor;124.024587687332;82.68305845822135;RESIDENCIAL;bajo;;alto;206.70764614555335;False;True;10.33538230727767
Peñaflor;259.833575074623;173.22238338308202;COMERCIAL;bajo;;medio;433.05595845770506;False;True;21.652797922885252
Peñaflor;256.5019809070408;171.0013206046939;INDUSTRIAL;medio;;alto;427.50330151173466;False;True;21.375165075586732
Peñaflor;239.72840851029224;159.8189390068615;COMERCIAL;bajo;;alto;399.54734751715375;False;True;19.97736737585769
Peñaflor;253.40311379141025;168.93540919427352;INDUSTRIAL;alto;;bajo;422.33852298568377;False;True;21.11692614928419
Peñaflor;158.90734367561356;105.93822911707572;RESIDENCIAL;medio;;bajo;264.84557279268927;False;True;13.242278639634465
Peñaflor;280.1411268113067;186.76075120753785;INDUSTRIAL;bajo;;bajo;466.90187801884457;False;True;23.345093900942228
Peñaflor;143.1966888872032;95.46445925813548;RESIDENCIAL;medio;;bajo;238.6611481453387;False;True;11.933057407266936
Peñaflor;245.40863144389172;163.60575429592785;COMERCIAL;bajo;;alto;409.01438573981955;False;True;20.450719286990978
Peñaflor;88.6176910160345;59.07846067735634;RESIDENCIAL;bajo;corte;bajo;147.69615169339085;True;False;-22.15442275400863
Peñaflor;246.06882180772615;164.0458812051508;INDUSTRIAL;alto;;alto;410.11470301287693;False;True;20.505735150643844
Peñaflor;273.7565612913806;182.50437419425373;COMERCIAL;medio;;medio;456.2609354856343;False;True;22.813046774281716
Peñaflor;107.09614736079024;71.39743157386016;RESIDENCIAL;bajo;;medio;178.4935789346504;False;True;8.92467894673252
Peñaflor;274.448419801616;182.96561320107736;INDUSTRIAL;medio;;bajo;457.4140330026934;False;True;22.87070165013467
Peñaflor;33.15147546535125;22.1009836435675;RESIDENCIAL;alto;;bajo;55.25245910891874;True;False;-8.287868866337812
Peñaflor;102.96702005820822;68.64468003880549;RESIDENCIAL;medio;;medio;171.6117000970137;False;True;8.580585004850684
Peñaflor;315.41364507654055;210.2757633843604;INDUSTRIAL;alto;;bajo;525.689408460901;False;True;26.28447042304505
Peñaflor;320.4011313448884;213.6007542299256;COMERCIAL;medio;;medio;534.001885574814;False;True;26.7000942787407
Peñaflor;133.6413162636168;89.0942108424112;RESIDENCIAL;alto;;alto;222.735527106028;False;True;11.1367763553014
Peñaflor;214.43371213258123;142.9558080883875;COMERCIAL;bajo;;medio;357.38952022096873;False;True;17.869476011048437
Peñaflor;64.97646650126694;43.31764433417796;RESIDENCIAL;bajo;;alto;108.29411083544491;True;False;-16.24411662531674
Peñaflor;320.6202378051153;213.74682520341025;INDUSTRIAL;alto;;medio;534.3670630085255;False;True;26.718353150426275
Peñaflor;232.0932163581913;154.72881090546093;COMERCIAL;medio;;alto;386.8220272636522;False;True;19.34110136318261
Peñaflor;65.61040633417146;43.74027088944764;RESIDENCIAL;bajo;;bajo;109.3506772236191;True;False;-16.402601583542864
Peñaflor;279.28036443914726;186.1869096260982;COMERCIAL;medio;;bajo;465.4672740652455;False;True;23.273363703262277
Peñaflor;258.68247133466235;172.45498088977493;COMERCIAL;bajo;;alto;431.1374522244373;False;True;21.556872611221866
Peñaflor;220.6820123499254;147.12134156661693;COMERCIAL;alto;;alto;367.80335391654233;False;True;18.390167695827117
Peñaflor;234.8497693713789;156.5665129142526;INDUSTRIAL;bajo;;alto;391.4162822856315;False;True;19.570814114281575
Peñaflor;268.86545105868294;179.243634039122;COMERCIAL;bajo;;alto;448.10908509780495;False;True;22.405454254890245
Peñaflor;259.33448573056626;172.88965715371086;COMERCIAL;alto;;alto;432.2241428842771;False;True;21.611207144213854
Peñaflor;110.23094183908768;73.4872945593918;RESIDENCIAL;bajo;;bajo;183.71823639847946;False;True;9.185911819923973
Peñaflor;69.60063980954247;46.40042653969499;RESIDENCIAL;bajo;;alto;116.00106634923746;True;False;-17.40015995238562
Peñaflor;332.5648129355616;221.7098752903744;INDUSTRIAL;bajo;;bajo;554.274688225936;False;True;27.7137344112968
Peñaflor;251.99632654835912;167.99755103223944;INDUSTRIAL;bajo;;alto;419.99387758059856;False;True;20.999693879029927
Peñaflor;292.03012232045666;194.68674821363777;COMERCIAL;alto;;bajo;486.7168705340944;False;True;24.33584352670472
Peñaflor;238.35179625899903;158.90119750599936;INDUSTRIAL;medio;;alto;397.2529937649984;False;True;19.86264968824992
Peñaflor;135.72944605662528;90.48629737108352;RESIDENCIAL;alto;;bajo;226.2157434277088;False;True;11.310787171385439
Peñaflor;274.60352865494764;183.06901910329844;INDUSTRIAL;alto;;alto;457.6725477582461;False;True;22.883627387912302
Peñaflor;103.20308944420373;68.80205962946916;RESIDENCIAL;alto;;medio;172.0051490736729;False;True;8.600257453683644
Peñaflor;88.35609837872502;58.90406558581668;RESIDENCIAL;medio;;alto;147.2601639645417;True;False;-22.089024594681256
Peñaflor;265.4706364774113;176.98042431827423;COMERCIAL;medio;;bajo;442.4510607956855;False;True;22.122553039784275
Peñaflor;236.01072190407984;157.34048126938657;INDUSTRIAL;medio;;alto;393.3512031734664;False;True;19.667560158673318
Peñaflor;248.2450452962429;165.49669686416192;COMERCIAL;bajo;;alto;413.7417421604048;False;True;20.68708710802024
Peñaflor;332.86968812226337;221.91312541484228;INDUSTRIAL;medio;;bajo;554.7828135371057;False;True;27.739140676855282
Peñaflor;81.05544282415404;54.03696188276937;RESIDENCIAL;medio;;alto;135.09240470692342;True;False;-20.263860706038514
Peñaflor;267.745211367552;178.49680757836802;INDUSTRIAL;medio;;medio;446.24201894592;False;True;22.312100947296
Peñaflor;267.2541673236424;178.16944488242828;INDUSTRIAL;alto;;bajo;445.42361220607063;False;True;22.27118061030353
Peñaflor;161.32239717322875;107.5482647821525;RESIDENCIAL;medio;;bajo;268.87066195538125;False;True;13.443533097769064
Peñaflor;266.6447040655157;177.76313604367715;INDUSTRIAL;bajo;;alto;444.4078401091929;False;True;22.220392005459644
Peñaflor;30.5432878831166;20.36219192207773;RESIDENCIAL;bajo;;alto;50.90547980519433;True;False;-7.63582197077915
Peñaflor;121.90436710554212;81.26957807036143;RESIDENCIAL;medio;;bajo;203.17394517590355;False;True;10.158697258795177
Peñaflor;345.74786267985104;230.49857511990072;COMERCIAL;bajo;;medio;576.2464377997518;False;True;28.812321889987587
Peñaflor;75.60308427877435;50.40205618584957;RESIDENCIAL;medio;;bajo;126.0051404646239;True;False;-18.900771069693587
Peñaflor;233.25136799131613;155.50091199421078;COMERCIAL;medio;;medio;388.7522799855269;False;True;19.437613999276344
Peñaflor;228.08040576635037;152.05360384423358;INDUSTRIAL;bajo;;alto;380.1340096105839;False;True;19.006700480529197
Peñaflor;294.75701069213136;196.50467379475427;INDUSTRIAL;bajo;;medio;491.26168448688566;False;True;24.563084224344284
Peñaflor;82.22628759991409;54.81752506660939;RESIDENCIAL;alto;;medio;137.04381266652348;True;False;-20.556571899978522
Peñaflor;323.9335820932317;215.9557213954878;COMERCIAL;medio;;bajo;539.8893034887195;False;True;26.994465174435977
Peñaflor;325.7106483961409;217.140432264094;COMERCIAL;bajo;;medio;542.8510806602349;False;True;27.14255403301174
Peñaflor;267.1372024056779;178.09146827045194;INDUSTRIAL;alto;;alto;445.2286706761298;False;True;22.26143353380649
Peñaflor;333.21877789073847;222.145851927159;COMERCIAL;medio;;bajo;555.3646298178975;False;True;27.768231490894873
Peñaflor;306.2282478863916;204.1521652575944;COMERCIAL;medio;;bajo;510.380413143986;False;True;25.5190206571993
Peñaflor;208.36630938498536;138.91087292332358;INDUSTRIAL;medio;;alto;347.27718230830897;False;True;17.363859115415448
Peñaflor;83.93389286584274;55.9559285772285;RESIDENCIAL;bajo;;medio;139.88982144307124;True;False;-20.983473216460688
Peñaflor;238.6166092155542;159.07773947703618;INDUSTRIAL;medio;;medio;397.6943486925904;False;True;19.88471743462952
Peñaflor;283.6073553526176;189.0715702350784;COMERCIAL;bajo;;bajo;472.678925587696;False;True;23.6339462793848
Peñaflor;122.9915684840319;81.99437898935462;RESIDENCIAL;alto;;bajo;204.98594747338652;False;True;10.249297373669327
Peñaflor;283.1321979206658;188.7547986137772;COMERCIAL;alto;;bajo;471.886996534443;False;True;23.59434982672215
Peñaflor;213.8399124914029;142.5599416609353;COMERCIAL;medio;;alto;356.3998541523382;False;True;17.819992707616912
Peñaflor;130.31838289711047;86.87892193140699;RESIDENCIAL;medio;;alto;217.19730482851747;False;True;10.859865241425872
Peñaflor;81.13458965629438;54.08972643752959;RESIDENCIAL;alto;;bajo;135.22431609382397;True;False;-20.283647414073595
Peñaflor;301.4193771117521;200.9462514078348;INDUSTRIAL;alto;;bajo;502.36562851958695;False;True;25.118281425979347
Peñaflor;236.6172848430544;157.74485656203626;COMERCIAL;alto;;alto;394.36214140509065;False;True;19.718107070254533
Peñaflor;247.53783873707704;165.02522582471806;INDUSTRIAL;medio;;alto;412.5630645617951;False;True;20.628153228089754
Peñaflor;326.37627091681384;217.5841806112093;INDUSTRIAL;alto;;bajo;543.9604515280231;False;True;27.198022576401154
Peñaflor;266.1529394127373;177.43529294182488;COMERCIAL;alto;;medio;443.58823235456214;False;True;22.179411617728107
Peñaflor;242.8669711164672;161.91131407764482;INDUSTRIAL;alto;;alto;404.778285194112;False;True;20.2389142597056
Peñaflor;330.2476792390251;220.16511949268343;INDUSTRIAL;bajo;;medio;550.4127987317086;False;True;27.52063993658543
Peñaflor;206.50893709406708;137.67262472937804;INDUSTRIAL;bajo;;alto;344.1815618234451;False;True;17.209078091172255
Peñaflor;313.95544545149176;209.3036303009945;INDUSTRIAL;alto;;bajo;523.2590757524863;False;True;26.162953787624314
Peñaflor;223.15296519303303;148.76864346202203;INDUSTRIAL;alto;corte;alto;371.921608655055;False;True;18.59608043275275
Peñaflor;107.4600780351672;71.6400520234448;RESIDENCIAL;medio;;medio;179.100130058612;False;True;8.9550065029306
Peñaflor;285.32715082055154;190.2181005470344;INDUSTRIAL;bajo;;medio;475.54525136758593;False;True;23.777262568379296
Peñaflor;266.87626768393653;177.91751178929104;INDUSTRIAL;alto;;medio;444.7937794732276;False;True;22.239688973661377
Peñaflor;264.30281446620177;176.2018763108012;INDUSTRIAL;alto;;bajo;440.50469077700296;False;True;22.02523453885015
Peñaflor;97.59379571198912;65.06253047465941;RESIDENCIAL;alto;;medio;162.65632618664853;False;True;8.132816309332426
Peñaflor;295.612150465826;197.07476697721737;COMERCIAL;bajo;;bajo;492.6869174430434;False;True;24.63434587215217
