comuna;socioeconomico;tipo_cliente;evento_anomalo;eficiencia_energetica;semana_1_diurno;semana_2_diurno;semana_3_diurno;semana_4_diurno;semana_1_nocturno;semana_2_nocturno;semana_3_nocturno;semana_4_nocturno
Las Condes;medio;RESIDENCIAL;;medio;37.69338932508521;32.78001126604042;37.416369792786654;31.976213021510667;13.206738631653074;11.554210433841774;29.6612503945312;20.43892610473484
Las Condes;medio;INDUSTRIAL;;bajo;75.06160835136063;82.89161497508823;75.32040254476841;65.79092312951562;47.006271344423176;56.35822444532289;42.20251769400752;52.802961739225964
Las Condes;medio;COMERCIAL;;medio;77.95091824676672;86.00398169965959;74.12404914884449;85.75779244038993;43.50021751873581;45.70862447792816;50.15652117914236;59.63093530503461
Las Condes;alto;INDUSTRIAL;;bajo;72.00693760413796;78.17395902015797;72.67145542409743;74.06027190835792;42.21744317310784;55.96587430305786;54.569131408941814;49.69470677331764
Las Condes;medio;COMERCIAL;;alto;64.12592716725095;68.8667629458261;66.79075883990781;64.35067680646216;34.710917164383204;47.02161897917864;38.865678984344044;34.47897627293791
Las Condes;medio;INDUSTRIAL;;bajo;78.52937205927788;86.40696098709516;69.90559424347842;80.58920438969668;55.07061577975609;60.911534583279504;50.15375621983574;61.07388784168679
Las Condes;alto;INDUSTRIAL;;medio;76.12812824825794;66.75465960864483;72.9023202076911;70.96251617676523;47.20118879477994;54.65330710006646;44.18221643752055;44.85846750851847
Las Condes;alto;INDUSTRIAL;;bajo;72.96726655009054;72.13069941806948;80.82302915296289;74.29103497017671;62.216897639175855;47.029787946156645;44.53758358466906;45.30137437432257
Las Condes;alto;INDUSTRIAL;;alto;67.30208595523452;58.26406010153425;58.71624216240262;55.73037020557427;38.964576467147936;42.505612908690864;36.18547454347182;48.936466751411146
Las Condes;bajo;COMERCIAL;;medio;61.3102240186384;75.3751746945565;62.40364471176312;63.07151135093586;40.66904424263406;47.13136776429995;48.97284137564377;48.36488247678872
Las Condes;alto;INDUSTRIAL;pico;medio;63.25852637508076;75.92830787102089;68.94056473834343;74.81633942969579;50.00237632246795;41.106787644235226;50.37169172699384;55.477436634740414
Las Condes;medio;COMERCIAL;;medio;92.6688189248725;89.14603093901842;81.33625377853213;81.07650101724705;53.81839280906905;61.34641814315034;54.81640682045571;48.58181586437942
Las Condes;bajo;RESIDENCIAL;;medio;37.31199675308923;18.13854254546292;19.449392433344876;20.066784707567294;18.113519203873217;10.033543069843173;12.897876929410865;23.381885985433556
Las Condes;bajo;RESIDENCIAL;;medio;39.248061447788096;33.919163371683794;34.341418122918796;30.18267253810683;15.954099183596217;17.200101820084036;21.62749922320033;27.812890241593436
Las Condes;bajo;RESIDENCIAL;;medio;22.74304836333974;29.163511510430894;24.979807544949125;14.974917415039698;14.113455480027076;8.530587443581357;7.815797437244127;16.75293091314808
Las Condes;medio;RESIDENCIAL;;medio;26.423546107376914;25.9896491896754;28.448213905332565;15.879183460195993;7.767173341730556;22.61933796786939;18.917860319440138;7.602094698962155
Las Condes;medio;COMERCIAL;;medio;86.74764955145217;76.58662006164225;91.17715765586492;74.03309484045495;47.904879858220376;61.04102539633436;59.82203457626615;52.93586071768029
Las Condes;bajo;COMERCIAL;;medio;80.87271101197494;88.77922236569995;79.43486987222722;82.19810068121949;61.74406544207525;46.295835607072114;57.15628108996124;47.91608186390441
Las Condes;medio;RESIDENCIAL;;bajo;28.3068196341617;23.305347815508213;34.933884636721984;35.531387523500335;8.406526821716149;22.83499175695062;18.309609583344283;11.793621046693278
Las Condes;medio;RESIDENCIAL;;alto;5.9436944238831355;17.105096429226712;17.29320553643938;12.380440409608074;14.217604250868618;8.801379358103445;6.426905739359745;20.088225002206748
Las Condes;bajo;INDUSTRIAL;;medio;57.99105463098948;66.67144725811123;71.60783056494088;68.81732003787351;40.125837395542206;42.6460182309302;32.258995392897916;40.582511571517664
Las Condes;alto;INDUSTRIAL;;bajo;81.09500087459568;78.32912953204243;63.399067244920104;65.70579321684865;56.53753565913135;43.159249749546134;39.81198967003732;40.76939346075216
Las Condes;alto;COMERCIAL;;bajo;63.40030632590023;66.63437031296704;66.75881492329806;62.112114981495864;36.509076804303454;43.61757301537599;44.53226820200078;45.69269269575821
Las Condes;medio;RESIDENCIAL;;bajo;21.795897563104212;38.7250590638185;27.0056994078312;27.496467814758184;22.061441802088087;18.316727602838448;12.784315871264862;27.509280839820594
Las Condes;bajo;INDUSTRIAL;;alto;54.864260955996784;60.09052088913164;58.79542823566555;55.845258355493556;39.64501273996372;34.10787489318679;27.124979856560373;33.02061262036526
Las Condes;medio;COMERCIAL;;alto;61.63430722959816;57.760318228003634;57.78773646786437;54.59520511968958;38.87618974135394;46.11953073947275;38.01860436121786;37.9110124643995
Las Condes;bajo;INDUSTRIAL;;medio;84.15097434359939;95.50351119138914;78.15767985372031;94.2486658741907;53.48079161489016;63.610226769162225;66.08605932790596;60.75914720029633
Las Condes;bajo;INDUSTRIAL;;medio;79.6897178946559;81.49722404948253;72.63828886387294;72.14266524737921;47.250628359913094;54.63989449926452;45.202739498724654;56.01423965701626
Las Condes;bajo;INDUSTRIAL;;alto;56.31945862019937;58.66366321110771;62.925046233800785;66.38071608421441;31.144898451381646;35.26210476006959;40.307564001503785;37.038532542849936
Las Condes;alto;INDUSTRIAL;;alto;46.40349383451539;52.83123360884383;55.40115468754952;54.99795160152133;30.40852298493663;40.78762466059631;41.25347745211373;40.37576462789261
Las Condes;bajo;RESIDENCIAL;;alto;8.588371256651259;5.02283644559513;1.3318099874253315;18.331120416291096;15.442157047421698;4.913468051755696;12.366466016725187;-3.769140568738222
Las Condes;medio;INDUSTRIAL;;alto;70.86446927862222;67.46259603089284;79.00165757889395;75.55114396023194;36.869637660525804;40.32129961817794;40.28091494015158;50.165801807820564
Las Condes;medio;COMERCIAL;;bajo;93.37840583912457;79.00494663344793;96.3813146381922;79.16130719713964;48.23599085730524;57.77024426140701;54.233965740402766;64.81369649950746
Las Condes;medio;COMERCIAL;;bajo;86.43438636853607;79.71398191607751;91.5955190403494;87.0023718344987;57.72478518922055;50.3356728493796;63.10896016059135;54.76967613512253
Las Condes;medio;COMERCIAL;;medio;86.09090498651939;80.22887512204615;87.47183395230962;93.1505772218664;58.53392876127263;49.84443775463955;63.456071227204966;52.92204845628562
Las Condes;alto;RESIDENCIAL;;bajo;22.646557932616464;30.9329065969467;16.140598400818202;31.081407443810836;10.95804103268014;24.477782451072517;16.866995745977146;24.90993789635072
Las Condes;bajo;COMERCIAL;;bajo;78.97595473863238;74.26225510983323;82.82020101164318;77.74143493227902;60.25429089964848;50.00837415403886;43.185153820550546;42.966105543281756
Las Condes;alto;RESIDENCIAL;;medio;21.51979195314607;11.997896110335862;18.652177761389446;18.547955006356627;9.554643577367134;18.099065645077975;20.824348171721176;21.64327021792455
Las Condes;bajo;COMERCIAL;;medio;67.7414678553538;68.91808967835138;66.31930957561138;70.54255658229077;53.687343575984;58.1958670950876;39.088479860591505;48.49186876068073
Las Condes;alto;COMERCIAL;;alto;53.198769991459706;68.93712542216821;52.7193208066449;65.07028474674495;36.10410030672853;31.527225778787372;39.54932066889457;41.989257323622965
Las Condes;bajo;COMERCIAL;;bajo;80.55678358654689;67.37617196280024;66.90484629024795;79.90446699856362;46.29882912695756;42.241802784213135;37.586897355428924;43.792089788852785
Las Condes;bajo;RESIDENCIAL;;bajo;20.999533674381038;25.85542395173595;17.752030525113216;17.65606674030367;16.944351160151513;21.642688668179602;23.196122549330504;18.851048031306405
Las Condes;medio;RESIDENCIAL;;bajo;27.900655564813434;21.502992368680363;25.469789907685985;20.024171737796568;24.6338887566921;20.025252979600545;10.641381607427313;10.107240395526466
Las Condes;medio;RESIDENCIAL;;medio;37.25318385159437;41.87196959388491;38.495323925817786;39.045537195049775;19.541130657665374;32.442411224888886;19.458128939676385;15.55561306974431
Las Condes;alto;RESIDENCIAL;;bajo;23.32332331237776;7.372223654056789;8.051012980841922;18.56809925536881;10.39553407299669;3.77822258357872;13.867079285906266;18.825348241332286
Las Condes;medio;INDUSTRIAL;;alto;54.472558133755015;54.80266645945353;49.561390378957114;46.66682999774375;27.006203151233173;35.52289955102371;37.35149130082259;36.363839660136115
Las Condes;bajo;RESIDENCIAL;;bajo;34.97445692837973;29.131109331180518;42.91969395171675;28.712186391256623;14.059672492224903;32.957158982739244;21.468586588046072;26.620287868252106
Las Condes;alto;COMERCIAL;;medio;70.37858901577587;77.75029826577875;64.05883804510232;79.24047394269773;48.405651319224816;56.697709904555566;51.81326564945163;44.01239904713735
Las Condes;medio;COMERCIAL;;alto;57.88420473913181;71.3893601652002;64.43189026957887;65.66302706791791;51.59946635042229;49.10735307761325;39.29593246603586;54.287410608434094
Las Condes;medio;INDUSTRIAL;;bajo;81.72247466024936;81.55483346421748;71.49924904519594;83.03721029397971;48.95400616983402;40.66500856846073;59.95410757331075;47.801953554465236
Las Condes;alto;COMERCIAL;;bajo;89.3823078608315;80.11988824810444;79.19833367167726;81.72196945836146;60.23075530213808;48.514890843725695;62.89006570024749;55.41498808063536
Las Condes;bajo;COMERCIAL;;bajo;57.10761325470111;58.639736361176325;67.81268812978402;56.01236086233138;40.73694169680185;42.895660157189866;34.67236024271126;34.8813746401677
Las Condes;medio;COMERCIAL;;bajo;68.4072593935347;66.37986462623559;69.10693042002922;59.63180632062013;38.626715070576296;38.74463553499729;36.450245104086015;39.23796988977514
Las Condes;bajo;RESIDENCIAL;;alto;9.474964947908731;15.983502078316471;12.95348769395084;16.655212894325086;11.527976329240314;9.867782754392971;15.938685327791847;19.941510337399457
Las Condes;bajo;COMERCIAL;;bajo;69.60538575157794;84.14864032222061;69.15640967062598;82.68585759459768;45.38252727731036;43.940991711123566;50.18179030818962;44.559315482634865
Las Condes;medio;COMERCIAL;;bajo;90.60145660439035;90.63575277335391;79.45911717676866;79.28217349804855;44.57401024068181;44.6550372742628;55.591047142591336;54.97355734743221
Las Condes;bajo;INDUSTRIAL;;medio;97.80510467753763;98.29265879248058;100.85264267281579;94.13177949343711;61.878384274066335;56.06371308443505;53.00974520732178;51.79204124474143
Las Condes;medio;INDUSTRIAL;;bajo;77.29713083869558;86.1635638769438;84.44073338140639;90.49202177875893;60.09988306436408;55.56037120895611;58.82370002425432;63.51772315158405
Las Condes;medio;RESIDENCIAL;;medio;37.669694906160245;36.68765739802629;24.564241453395162;30.432123477731544;21.450847297268304;13.235848173138434;12.971453378467999;10.49308229120387
Las Condes;alto;COMERCIAL;;medio;83.71560932321687;64.64763472199891;64.69428776554052;79.72796887587435;41.692759945671725;41.05067532601815;46.71982276816469;58.3102305627597
Las Condes;medio;INDUSTRIAL;;medio;73.16241988467073;56.90496531128693;58.892772406542186;67.28587394374708;37.12074077371892;40.13053036435518;35.83916670122309;52.27187771267593
Las Condes;bajo;COMERCIAL;;medio;61.72863997015213;53.657174471598516;53.22458848041352;69.66306849830964;49.74190264060046;36.380835706454675;40.78705577886799;39.061652912787906
Las Condes;medio;INDUSTRIAL;;bajo;89.41542974132923;88.55235795867097;81.63379543719532;94.23867210993757;63.07010926354815;51.73270308289919;49.638499636962294;58.61097063646753
Las Condes;bajo;RESIDENCIAL;;alto;9.067164582314836;13.03316174433615;23.853046682110946;26.742628711900895;21.837229842897944;17.89505896658958;14.592631601625303;2.8899565307680604
Las Condes;bajo;COMERCIAL;;alto;42.863657355809906;41.90394899796637;40.189433547268216;56.62597528709188;39.049360928561846;28.295343928348963;36.83738616877923;37.223002330047045
Las Condes;alto;COMERCIAL;;alto;50.44548173133661;51.66666670391154;66.46616965484773;66.42168486715403;40.67643986807414;38.37348158964079;33.29743199024973;45.25064286406338
Las Condes;alto;INDUSTRIAL;;bajo;75.27678831586594;73.76068852547961;77.03846023512102;75.61026541101624;47.03084102475455;42.078189238759315;58.237969016222436;49.94888325087325
Las Condes;bajo;INDUSTRIAL;;alto;59.5951171072644;64.15216911996383;54.85344977150588;72.00404643072673;35.749684751231435;36.514165343588594;48.25216934412501;49.09665697622332
Las Condes;alto;RESIDENCIAL;;bajo;29.859821577615136;36.94477138358411;24.72305872068254;29.228604924034933;27.790912816407438;23.39743986365319;25.792441318713543;16.80217332732807
Las Condes;bajo;RESIDENCIAL;;bajo;26.108041488296074;28.32186145186825;26.750764408710246;29.352677787377733;13.400334140672019;14.598709054504209;16.02468756992159;20.073556839319167
Las Condes;medio;COMERCIAL;;alto;74.17031086390395;77.029180161875;80.34772233912663;75.26409644912766;49.96529423200069;45.115521277647666;46.18824222709935;52.561041864721915
Las Condes;medio;INDUSTRIAL;;medio;77.62635760216945;82.51681500088763;71.9876801501683;78.76549373365623;43.39993966374874;47.70207098470971;58.25109462247616;51.546200361746386
Las Condes;bajo;INDUSTRIAL;pico;alto;57.11123114893226;63.911614865298915;51.10025719261829;68.15583147976668;31.959843305656317;33.33864235474009;44.120026521890814;40.90220064904254
Las Condes;medio;COMERCIAL;;medio;70.12278577283207;85.78442789746258;83.1647382412597;80.1164845712565;59.911672433291;53.33722261504771;59.77706719260395;46.69291082623679
Las Condes;medio;COMERCIAL;;alto;44.142224984665376;52.35436263677052;38.844111083838094;42.434359586981444;32.1380465228998;36.45074920577724;28.143253828235466;36.578170872348466
Las Condes;medio;COMERCIAL;;medio;72.24057193761872;71.97505942343503;79.33724933590675;67.67540013359454;58.550211791909135;46.536610227862184;52.51014935917408;52.98300729555684
Las Condes;alto;RESIDENCIAL;;bajo;22.64507991232983;33.615402331973854;26.103771061452164;28.09837103673239;25.31371627257561;24.612000110284935;23.59568854116403;27.2503868159025
Las Condes;bajo;RESIDENCIAL;;medio;8.556040283041208;11.256861829246752;16.62546522517221;9.16381317816585;18.18452796591715;18.471831850387463;11.677243511494762;13.087311438424486
Las Condes;bajo;COMERCIAL;;medio;85.70629443383432;83.57286936455351;68.79887693717248;72.60928459384667;58.820161016373675;54.63801387450189;43.345777163600644;42.24019221298431
Las Condes;alto;INDUSTRIAL;;medio;75.00963476164938;65.68336675968297;74.77021523585333;63.95632500775635;53.321084657136666;39.5994097101867;47.37520557764326;47.170698758685475
Las Condes;medio;INDUSTRIAL;;medio;93.70436853440587;88.31830697169845;99.88772034765148;94.04925189649721;53.75462352749352;57.73285535764867;53.31320675913369;65.25426930216658
Las Condes;bajo;COMERCIAL;;medio;75.17074869307407;80.65822468305436;86.11247420005844;67.15913220224306;42.3625344368731;54.81685977873217;53.857941948205436;60.89558036552971
Las Condes;medio;COMERCIAL;;bajo;81.3604679931806;72.89256203816714;72.1833619182171;76.39712660745757;55.043782205766234;42.46638894723562;45.748112714544405;58.034902115699765
Las Condes;medio;COMERCIAL;;alto;62.7465981178275;60.087080070412526;49.8375019861947;50.570397661839564;31.094043589042666;37.503223883764484;40.134035688303214;38.44160767141692
Las Condes;alto;RESIDENCIAL;;medio;36.631121932057525;39.962584594724134;30.447460694757837;33.743926644420384;20.146419789928018;20.019564872990884;21.664824478698428;19.51696334120689
Las Condes;bajo;RESIDENCIAL;;bajo;39.357175964669764;30.475691359114332;45.478109306769255;41.26590825240344;16.05464597484584;29.681214455877736;25.56431191613858;28.81021045858114
Las Condes;medio;RESIDENCIAL;;bajo;14.211891115040164;30.93028466671309;25.732461886640273;17.205637306324114;8.158958838587337;14.984353710603559;7.450765654481268;5.826532033988171
Las Condes;alto;RESIDENCIAL;;bajo;28.91124562554098;28.978114939492265;28.994833159167186;25.867724319860073;6.663071114996283;21.45562598019567;21.737522145022492;23.94149415217609
Las Condes;alto;INDUSTRIAL;;alto;50.61728999749232;49.577792701288914;50.57371176564315;69.24298737004175;39.30872288633774;45.03895303161713;34.48158269968511;42.756238483201635
Las Condes;medio;INDUSTRIAL;;bajo;77.49780088366337;73.12337161001616;79.94486699258223;84.14632081462331;54.1901035767631;62.63255873300841;50.72029979346769;57.692287620346065
Las Condes;medio;RESIDENCIAL;;bajo;37.04947992946724;29.316189224532067;38.93000714294587;20.490430261989225;25.873629336963262;11.156896492647602;23.671513403790676;21.143732616252493
Las Condes;bajo;COMERCIAL;;bajo;63.757259827394975;60.024943452662875;66.02149389275542;55.68850988660567;31.75640211642935;42.208591948557455;36.372827099954186;46.892056362957305
Las Condes;bajo;COMERCIAL;;bajo;70.81927927324824;58.34221995718699;56.94703130434545;55.61873801929456;35.82088191091878;40.823388524178604;48.47690362599056;50.575990866423226
Las Condes;alto;INDUSTRIAL;;alto;54.449994344652396;52.544372387307405;49.11493894054617;56.17826327645335;46.674502568978625;44.99018567415265;35.209644056382935;40.23500791941627
Las Condes;bajo;COMERCIAL;;bajo;76.48091493723788;87.8758688046695;90.19777648134578;91.53006623517099;52.05911272562261;64.08170494902619;61.20532820619133;59.132005964651846
Las Condes;medio;COMERCIAL;;bajo;82.63779106753282;83.00326103950073;72.64434278773814;69.17871656997312;52.25853846214428;52.156054697971385;48.23262487559782;51.4814660548889
Las Condes;medio;COMERCIAL;;bajo;72.3281227820013;84.15291692328117;72.65541735424898;86.9488069056504;44.7035306618169;50.97955546813673;62.83896403762702;61.71906132821799
Las Condes;bajo;INDUSTRIAL;;medio;69.34213620965026;70.73629148553776;68.4577870660953;79.32631374105983;48.52370691143593;39.23667509371075;52.83864432493822;57.517084141813996
Las Condes;bajo;COMERCIAL;;alto;65.19169222731979;54.868315579621836;68.49594825276746;66.90891520409782;36.04723660662033;37.16425606490528;32.80841927505067;35.72412737148099
Las Condes;bajo;RESIDENCIAL;;alto;25.967483624635783;14.669167842673767;24.755714443272186;21.88806651508601;19.35281540137363;13.732625133126751;10.199677809748458;13.99486114787015
Las Condes;medio;INDUSTRIAL;;medio;78.26085301481312;86.33177013771036;83.26408871643171;79.8186976561884;61.384844302946064;60.923588411583566;64.93449221565923;52.44454801572981
Las Condes;alto;RESIDENCIAL;;medio;29.538448365095746;33.97632055867021;29.75021689859492;38.84384429180372;19.115606590473288;24.11627470204428;19.572266164992115;27.288140918338527
Las Condes;bajo;COMERCIAL;;medio;69.89616509265866;74.90968088673873;75.58782209527975;88.33908985749267;62.09726160559381;52.52611111904895;58.42143481896534;46.35668482487973
Las Condes;medio;RESIDENCIAL;;medio;26.582743631233754;29.260548771022506;30.099414559422478;21.412124082603288;19.914586520225384;8.728556962475928;19.268201384500372;16.700644085333607
Las Condes;alto;INDUSTRIAL;;bajo;70.0650199628398;61.02527605992377;58.615159228684085;61.40384765944647;45.94021120748445;52.64852025340399;36.179439092447545;46.373579086154166
Las Condes;bajo;COMERCIAL;;medio;83.10751320338363;64.6758358554497;76.10236508142306;64.90427774957436;48.87364587102281;48.158579303823146;55.662156814639445;42.06437949962104
Las Condes;alto;RESIDENCIAL;;bajo;34.751208837428024;48.50745977022929;50.032990507961685;35.86798287207354;28.663728836566015;20.892231652247727;31.757619967320423;32.52077808244168
Las Condes;medio;COMERCIAL;;medio;85.6978969249781;68.42593965442366;84.01710192123358;77.70311094671587;49.57049501627941;48.15496914493224;44.43254301996103;52.89078669936343
Las Condes;bajo;COMERCIAL;;bajo;77.13290644229656;71.1400630671477;65.24090700358023;70.00723160720173;46.030854234464606;56.068883377698626;46.12367775220829;55.28840533691443
Las Condes;medio;INDUSTRIAL;;bajo;79.06157988636078;89.77886231132864;95.06432641527861;88.5443970389774;52.972064146919536;50.72523739051473;56.775573320719914;58.316016573753245
Las Condes;medio;COMERCIAL;;alto;51.1770898519833;54.82100573443383;62.10165368542498;53.73321758589372;31.007458150749724;39.79928019605706;49.61829719238805;47.57280377095172
Las Condes;bajo;INDUSTRIAL;;medio;60.99745387565663;73.43027181824432;68.39466659564027;68.75798712921336;49.221515374099766;39.21521979553506;50.046393430203864;33.90715739672723
Las Condes;bajo;INDUSTRIAL;;alto;49.93721677615939;48.69216545067316;53.61006579660403;62.455274830823356;31.339104784925773;26.33858316290538;38.850384564571705;42.556041356812116
Las Condes;medio;RESIDENCIAL;pico;alto;20.226822063478384;28.369820093504067;22.49559072581988;33.70945006042986;21.43468330484767;12.069775931978173;24.328895390235395;7.264304148035
Las Condes;medio;COMERCIAL;;medio;80.85088976160972;63.939114657655495;68.1887803296008;65.94995430347389;44.142804316201676;42.821275101502614;48.5736788036168;38.92692121947738
Las Condes;alto;COMERCIAL;;bajo;96.57015391032257;92.49138969004163;92.99129929119422;92.74502764228023;62.22050255668574;61.35543581070622;65.75209145470036;65.36257834449805
Las Condes;bajo;COMERCIAL;;alto;63.84811282006277;60.51516529355679;55.725410685449674;57.64021238492665;43.83950356009744;39.57672797132838;34.49589838201245;36.186279638913526
Las Condes;medio;INDUSTRIAL;;medio;69.24365278532916;70.16410486827988;72.67924352245075;64.04875490736794;39.099887989503834;35.55812885756849;35.52529249560105;43.13058986297082
Las Condes;bajo;RESIDENCIAL;;alto;24.607232522162093;34.65767402568523;27.405883553430584;26.56537753297695;27.403854648922852;12.243641330057493;11.885414149849765;14.424170309900685
Las Condes;alto;COMERCIAL;;medio;61.600050500674826;52.18312275788879;53.027170801872316;58.83402342476668;37.4569669824522;39.61631707308189;38.956930797246045;43.66192272688838
Las Condes;bajo;COMERCIAL;corte;medio;75.64237196836311;80.1183036615339;82.26756512054885;69.49944637216626;48.30753387421295;53.67342701848682;52.842362393045846;44.69091004697001
Las Condes;medio;RESIDENCIAL;;medio;48.95522495774117;41.6369848271929;45.89398403501296;33.84474448550954;32.48385991332056;25.234867299310405;23.65604469643798;33.61694744679398
Las Condes;medio;INDUSTRIAL;;bajo;85.87266407199296;96.17526388612545;93.0183703205205;84.27492695718371;52.29929411243994;60.87152054259154;58.613899982773304;68.71992006410102
Las Condes;medio;INDUSTRIAL;;medio;89.3596716712842;89.32181198426814;88.32962732660216;72.78840421382766;51.42246957049464;47.83434174626792;48.56010813279653;61.509182419731154
Las Condes;alto;RESIDENCIAL;;medio;16.049978174385593;11.19946775873067;13.406291615503795;23.751456901075276;3.2194942360166934;6.057560779238997;4.327500071208436;18.762525233409754
Las Condes;alto;COMERCIAL;;medio;81.57015827846553;83.25576587728953;84.06952441470148;84.53155875460935;46.408597990644765;53.0667060294442;50.39274180539502;41.139480616110774
Las Condes;medio;COMERCIAL;;medio;83.17096738378024;79.7693696778031;78.2199340395558;72.29570868085402;44.95417414293468;47.57639462835669;44.720674357203045;58.88766801792273
Las Condes;medio;COMERCIAL;;alto;64.26005502431039;62.00020868871188;61.522083868292526;59.513491871507085;43.33933450319068;37.91824487954695;53.33922394426899;53.331065940069024
Las Condes;alto;COMERCIAL;;alto;48.685757709182695;51.95400387206972;65.989770498138;51.25436044391141;40.09747395269072;39.64459280522239;29.428799554564556;35.922007281802536
Las Condes;bajo;COMERCIAL;;medio;61.074219772904875;58.23685632037578;62.78560445375644;74.47557655949701;37.85210096574665;36.985705168166476;42.064853980434926;50.05838362929346
Las Condes;bajo;COMERCIAL;;medio;77.17995459047393;89.330872622675;75.11525676900467;88.65106648778747;49.16214545708012;48.875073469181125;47.03256632473807;49.36444375074973
Las Condes;bajo;RESIDENCIAL;;medio;30.210393118675924;38.24465712037552;33.09774294939488;30.134650925118663;33.88861348424612;15.959389956336222;21.341138106271806;31.63713430123253
Las Condes;bajo;RESIDENCIAL;;medio;42.731081365711255;37.44901119661931;39.15542732225262;29.77437903103644;20.875957651555815;21.253427926093348;22.446527929205317;22.267978434676046
Las Condes;alto;RESIDENCIAL;;alto;13.107506497386535;12.582736774047694;30.041192582314704;24.145827802076433;6.785469211976121;11.536172854272726;15.405387166718489;24.098335805616955
Las Condes;alto;INDUSTRIAL;;alto;55.96234468793841;56.86416937766472;65.0194978861434;63.122638200977256;29.023650989701913;43.77214985940316;32.84636224254825;41.1899959416271
Las Condes;alto;RESIDENCIAL;;medio;18.07712766920416;19.076085927824145;31.208579021904043;27.837042602090456;21.781820247930877;16.24503587440655;10.907929130722756;24.701262485246673
Las Condes;alto;RESIDENCIAL;;alto;27.644075750664552;13.058653999823871;27.12369370166117;20.80744452552328;17.3306753169404;8.302731545937373;24.571036115715188;20.1416847116725
Las Condes;medio;COMERCIAL;;bajo;75.35953357938087;70.81523144150891;59.48091783637967;74.76192599252747;37.128099915253905;50.419869589634644;55.5962826925912;55.71613184147723
Las Condes;bajo;RESIDENCIAL;;alto;19.419456872689565;22.13548871666632;37.89792090180991;24.98579169309029;22.067197771749186;25.134248377272655;16.150503397072914;17.670294444010665
Las Condes;alto;RESIDENCIAL;;medio;24.32820249364763;24.35876927664836;37.085691868914424;18.99720604783207;17.737541536042226;16.166847685865996;22.449715087907443;14.752990079370983
Las Condes;bajo;INDUSTRIAL;;medio;55.127012233373115;66.82193378514434;63.38074493071777;64.53347893059568;38.78470392796005;32.20984910404514;49.65216143196545;39.919522350222095
